landmark_id,x,y,z
B1,2.043636,28.921358,7.525157
B2,-9.469515,36.473214,-5.468570
B3,-19.773492,31.048112,-14.575132
B4,-26.469515,11.604305,-20.443616
B5,-20.461772,-0.683545,-18.148314
B6,-14.863411,-12.316274,-16.410668
B7,-7.669515,-29.788526,-11.879709
B8,-1.356673,-47.178356,-7.175132
B9,4.374265,-39.167863,11.623061
B10,14.756315,-33.578358,21.076690
B11,24.029022,-27.084045,33.319180
B12,17.571434,-5.532231,26.070994
B13,14.006315,11.414123,20.034541
B14,9.201571,24.221647,16.936273
L7,-13.755970,12.735191,-14.447861
L4,-9.669515,18.821646,-16.087473
L2,-3.037186,24.525867,-14.353785
L6,9.476735,20.945147,-7.149237
L16,17.394893,8.213374,-2.575132
L23,18.012521,-19.251895,2.824869
L26,1.523370,-35.071695,2.626877
L21,-1.946245,-23.322613,-0.615997
L19,-0.827626,-12.778355,-6.529447
L13,-6.454613,-1.952714,-4.565064
L31,-8.471631,7.221646,-11.288352
L10,1.530486,7.978977,-8.744869
L9,4.400070,16.221645,-8.041085
L18,11.130486,-1.097460,-4.155586
L20,5.730486,-14.578355,-2.739255
L29,-5.779419,-19.578356,2.850110
L28,-8.409041,-4.864665,-1.599593
L17,0.211464,0.715768,1.763971
L8,-4.195568,16.088223,-1.308555
L15,6.577788,1.023128,7.623387
L22,2.043229,-16.276112,10.403394
