landmark_id,x,y,z
B1,28.034729,29.766730,-6.095215
B2,11.434729,27.892340,-5.695215
B3,-6.365272,25.511309,-8.492932
B4,-25.561602,24.316186,-7.408748
B5,-25.765272,5.711308,4.420849
B6,-24.565271,-12.888692,9.374743
B7,-23.207729,-31.025212,15.366562
B8,-23.094276,-48.888690,23.304785
B9,-5.132017,-46.863348,25.858320
B10,12.234729,-43.879673,32.104786
B11,27.325338,-41.351909,35.704784
B12,26.964172,-22.288692,26.704786
B13,27.234728,-4.288691,16.754614
B14,27.435699,12.911308,8.313804
L7,-12.565272,9.588411,0.347879
L4,-8.438007,13.638573,-0.994291
L2,0.184832,14.697339,-6.495215
L6,12.634728,3.911308,-11.335596
L16,13.385604,-11.382621,-8.495215
L23,8.139614,-29.088692,6.013820
L26,-8.965272,-36.288692,18.599634
L21,-8.560841,-18.488691,15.904785
L19,-8.455035,-13.811315,10.313176
L13,-6.765272,-1.688691,9.934461
L31,-8.990257,2.886324,3.584845
L10,0.230339,-0.888692,-0.418032
L9,2.971331,1.870659,-3.895215
L18,3.329797,-7.088692,-0.295215
L20,-0.228333,-13.488691,7.904785
L29,-7.868696,-10.864246,21.868912
L28,-5.965272,-2.456929,14.504786
L17,0.634728,0.804547,9.701290
L8,7.727067,6.357066,1.489144
L15,10.583415,-10.464288,13.905787
L22,4.180045,-20.383559,18.579677
