landmark_id,x,y,z
B1,16.307315,38.471516,-1.775692
B2,4.181745,36.772442,-8.026653
B3,-8.664324,33.321851,-12.198470
B4,-21.810510,30.934710,-13.389895
B5,-26.734544,13.797935,-8.087463
B6,-24.518486,-1.733513,-4.423161
B7,-21.125678,-16.340706,-0.617962
B8,-17.007715,-38.265290,7.112536
B9,-2.895161,-34.865288,13.312536
B10,9.185670,-29.570394,20.330731
B11,27.910713,-24.431416,26.247770
B12,24.949736,-4.091880,18.126843
B13,23.149736,11.734710,10.391821
B14,20.435712,28.925863,3.426973
L7,-14.250263,21.074742,-11.333518
L4,-6.554639,27.122401,-18.193032
L2,2.549737,29.204155,-18.287464
L6,15.149736,23.655840,-12.887464
L16,20.266405,10.974838,-5.127591
L23,12.666741,-13.062429,3.528978
L26,-3.850263,-28.065290,8.757915
L21,-7.989799,-9.886654,4.545133
L19,-7.568846,-3.727919,-0.887464
L13,-7.051461,5.660606,-1.764397
L31,-9.485253,14.678585,-9.756764
L10,-3.850263,15.401690,-2.887464
L9,6.678512,18.924665,-10.185880
L18,10.168452,4.934710,-5.591739
L20,1.149737,-4.600239,-1.635704
L29,-9.439887,-4.122493,7.748310
L28,-8.563536,6.187571,3.599264
L17,0.441601,7.826574,0.190861
L8,3.744673,20.036404,-2.506652
L15,7.139782,4.469709,6.041712
L22,0.152922,-9.017264,11.041529
