landmark_id,x,y,z
B1,-32.790720,38.117657,-21.135135
B2,-19.408129,42.787224,-7.166928
B3,-4.360387,45.728716,-3.388152
B4,10.756079,49.809168,4.458034
B5,14.408476,33.264299,6.176153
B6,19.348373,12.601606,5.538339
B7,23.148373,-5.598393,5.470590
B8,27.348373,-25.398394,7.724422
B9,10.323786,-29.526412,9.297246
B10,-7.651627,-33.598392,8.691024
B11,-25.257186,-37.196594,4.459212
B12,-27.651627,-19.998394,2.163399
B13,-29.397191,-1.624286,-4.414906
B14,-33.851627,17.401608,-6.672379
L7,0.449726,34.673580,-3.574113
L4,-4.538561,39.273287,-9.875252
L2,-10.451627,39.774460,-14.974112
L6,-19.753959,28.452773,-21.644294
L16,-17.651627,7.801607,-22.024235
L23,-6.406490,-10.091376,-16.354793
L26,12.421738,-17.943353,5.464063
L21,9.148374,-3.198393,2.315609
L19,5.399221,5.927417,-0.859423
L13,0.748373,13.668306,-0.174113
L31,-3.678415,18.982440,-1.266258
L10,-7.693985,15.024852,-11.643612
L9,-13.451627,20.801607,-15.697074
L18,-6.333755,6.601607,-16.774113
L20,1.548373,-0.957182,-6.374113
L29,4.390732,1.056059,10.425887
L28,-0.917763,10.919040,8.825888
L17,-4.530381,5.359691,6.790500
L8,-13.867388,24.380816,-3.073124
L15,-14.274742,3.630020,-1.574113
L22,5.557275,-9.807822,2.868854
