landmark_id,x,y,z
B1,-37.849209,56.186539,-22.653779
B2,-25.520773,53.419185,-32.018361
B3,-11.932328,50.995388,-36.640130
B4,2.667672,49.795387,-38.392630
B5,4.999389,32.863671,-27.441302
B6,4.267672,14.692702,-16.749240
B7,3.867672,-1.004612,-6.846727
B8,3.981338,-16.752565,3.605560
B9,-12.283021,-10.002310,11.771605
B10,-25.655032,-7.281908,16.745331
B11,-39.486394,-1.768586,25.050758
B12,-41.162206,13.195388,11.716235
B13,-41.120339,27.996016,1.395519
B14,-41.981191,44.601432,-10.930473
L7,-10.091224,34.636491,-28.278388
L4,-17.419298,35.795387,-34.827194
L2,-25.626858,36.035526,-37.362436
L6,-36.874177,29.085055,-32.798829
L16,-38.532326,20.395388,-26.262913
L23,-21.239426,-3.004612,-7.149242
L26,-2.674980,-12.179765,3.050758
L21,-6.181394,4.867113,-6.179913
L19,-8.242780,10.528714,-13.574907
L13,-11.132328,22.795387,-14.650927
L31,-14.732327,26.742983,-21.949242
L10,-23.586473,25.395388,-22.033429
L9,-30.998202,27.795387,-26.206900
L18,-26.077665,11.395388,-16.949242
L20,-16.160294,5.623354,-12.041712
L29,-5.132328,14.195388,-1.846471
L28,-9.569045,21.885833,-9.985959
L17,-19.132328,21.496412,-9.349242
L8,-23.132328,36.500000,-20.549242
L15,-29.063904,24.433600,-7.187454
L22,-14.835916,5.795388,0.250758
