landmark_id,x,y,z
B1,-17.576565,55.006716,-2.128304
B2,-3.595925,49.703355,-9.641211
B3,13.823437,43.938484,-15.047084
B4,28.510332,40.961805,-16.561936
B5,25.125121,23.836801,-10.291541
B6,21.223436,5.738483,-6.429505
B7,16.225437,-13.658372,-2.903063
B8,12.596401,-30.434483,2.142511
B9,1.569835,-28.461519,4.432128
B10,-20.176565,-20.570795,14.832129
B11,-30.376566,-16.461517,19.131550
B12,-28.043852,5.447376,9.896828
B13,-23.679826,19.841745,3.145029
B14,-21.246765,41.268285,-1.441459
L7,13.177685,27.738483,-12.969482
L4,7.630753,35.085849,-21.174175
L2,-0.376564,40.066792,-23.967873
L6,-18.176565,30.338484,-22.727530
L16,-22.323263,11.180340,-15.221173
L23,-15.113841,-7.645312,-7.367872
L26,-4.091638,-26.711220,5.632129
L21,1.423436,-5.861517,0.078753
L19,4.232592,0.986734,-5.635064
L13,3.317015,12.906708,-4.367872
L31,7.223436,23.172854,-12.345724
L10,-5.823175,20.489537,-11.870301
L9,-6.446916,29.486715,-17.161193
L18,-14.529781,9.338484,-14.767873
L20,-7.576564,2.738483,-7.448701
L29,-2.776564,-0.461517,4.999090
L28,-1.159806,10.837748,3.762064
L17,-7.933985,17.550647,-1.211489
L8,-0.776564,31.198109,-6.324288
L15,-16.038213,15.641022,-1.967872
L22,-14.260196,1.414046,4.432128
