landmark_id,x,y,z
B1,-39.289315,23.163178,-22.042470
B2,-26.402912,25.725071,-22.997682
B3,-14.202913,27.979189,-23.354982
B4,-3.307127,30.820869,-22.377554
B5,1.197087,15.579189,-12.966139
B6,4.220324,-0.420811,-1.849763
B7,7.290671,-17.049694,10.650325
B8,9.657111,-30.757905,23.102682
B9,-4.989287,-28.763877,27.798123
B10,-22.224824,-28.934753,32.083580
B11,-38.689327,-24.820810,40.683580
B12,-42.702257,-11.275341,22.259496
B13,-45.846085,-0.432321,6.412904
B14,-45.402912,16.132313,-12.024515
L7,-10.564290,15.379189,-16.116419
L4,-17.955187,15.523723,-23.735984
L2,-25.602913,14.579189,-26.804640
L6,-34.304535,-0.420811,-23.316420
L16,-33.192847,-8.521812,-16.482247
L23,-21.002913,-21.384811,-1.716420
L26,-2.802913,-19.864462,14.083580
L21,-6.041837,-10.481162,6.483580
L19,-8.784682,-5.420811,-0.386794
L13,-12.002913,3.126472,-4.424915
L31,-14.438138,5.464894,-8.050054
L10,-21.615711,0.935867,-10.978549
L9,-29.002913,2.379189,-16.472950
L18,-20.715257,-11.046934,-6.879586
L20,-10.802913,-12.406355,-0.193307
L29,-8.524733,-5.098990,11.804516
L28,-14.933024,2.724731,2.177690
L17,-22.051392,0.179189,1.180073
L8,-26.566201,12.508500,-10.854004
L15,-30.166369,-3.979757,4.028411
L22,-15.011742,-9.918708,15.864978
