landmark_id,x,y,z
B1,43.389213,27.552490,-22.820895
B2,29.764936,31.352490,-27.179096
B3,12.691561,39.220458,-27.272101
B4,-2.238190,50.352490,-21.987904
B5,-10.543620,37.187670,-13.512487
B6,-17.422873,21.946554,-5.790267
B7,-25.509459,5.352489,2.738677
B8,-33.908440,-13.647511,11.453019
B9,-19.267870,-19.469353,13.941307
B10,-1.708439,-25.047512,18.926567
B11,13.791297,-32.079074,19.209526
B12,21.491562,-16.978432,7.930476
B13,29.051343,-2.047511,-6.135402
B14,37.891563,15.752490,-18.042044
L7,3.747350,30.107244,-21.590475
L4,11.387130,28.152490,-31.590475
L2,19.291561,25.575073,-34.790478
L6,24.968323,12.572624,-33.851109
L16,19.387097,-2.925012,-26.730945
L23,4.091561,-15.695106,-12.590475
L26,-10.508440,-8.447511,6.559043
L21,-7.262860,-1.352628,-1.388194
L19,-4.101011,3.820736,-9.330520
L13,-1.421270,11.685725,-11.839350
L31,3.533443,19.006247,-18.852822
L10,9.746805,13.823197,-18.519768
L9,20.291561,11.948480,-27.390476
L18,5.936727,-1.789068,-18.356541
L20,0.691561,-2.357844,-10.590475
L29,-3.292612,0.952489,4.525817
L28,2.716651,11.199144,2.061691
L17,11.291561,7.198840,-9.684322
L8,20.438443,12.555677,-16.734163
L15,16.104447,-0.666448,-7.346825
L22,-5.503915,-11.927934,11.466115
