landmark_id,x,y,z
B1,-16.164783,67.453972,-5.943391
B2,-7.634296,59.497940,-14.143391
B3,10.565704,46.569069,-22.143391
B4,21.965704,40.253967,-24.866810
B5,15.565704,25.453968,-17.407246
B6,9.565704,12.124324,-12.086118
B7,1.158970,-2.302369,-5.660431
B8,-8.067060,-21.946033,2.856610
B9,-21.062182,-12.109181,10.880649
B10,-34.034298,-3.746033,15.974457
B11,-46.834297,3.053967,19.576214
B12,-40.834297,17.453968,14.134906
B13,-30.834297,36.053967,5.813482
B14,-20.347351,57.253967,-2.543391
L7,9.226900,36.412800,-20.863007
L4,-0.228350,43.175574,-26.343391
L2,-8.450638,46.853970,-27.566491
L6,-19.834297,41.453968,-25.648615
L16,-25.739544,26.453968,-17.191694
L23,-21.634296,11.241272,-11.943391
L26,-6.640170,-10.533746,-1.532575
L21,-4.215340,8.472924,-4.642447
L19,-1.288846,14.599418,-9.870125
L13,2.765704,22.653967,-9.772639
L31,4.157778,30.137484,-18.470066
L10,-9.854062,31.476510,-14.943391
L9,-10.034296,40.453968,-17.020960
L18,-16.992248,19.375257,-10.588168
L20,-11.686267,17.139535,-7.414031
L29,-8.034296,17.247253,1.717651
L28,-5.434296,26.037672,-2.543391
L17,-12.434297,29.507135,-4.544972
L8,-11.421346,37.748791,-8.743391
L15,-19.649906,23.954964,-2.170794
L22,-12.905775,10.633448,2.236091
