landmark_id,x,y,z
B1,32.479260,37.576641,-1.152085
B2,27.527935,38.341145,-9.158138
B3,16.731742,34.277716,-15.439663
B4,1.527934,23.865631,-16.558138
B5,-7.614540,10.913176,-11.602690
B6,-8.223464,1.311645,-4.824073
B7,-7.760066,-14.936956,6.641862
B8,-11.272066,-32.832954,22.241861
B9,5.004058,-26.643358,32.642562
B10,15.481204,-19.218052,42.241863
B11,26.149062,-12.149486,52.041862
B12,29.792677,4.927786,35.257693
B13,33.417894,15.790765,23.023113
B14,35.653130,27.863043,11.641862
L7,7.580534,17.063044,-11.158138
L4,13.727934,20.192167,-16.254147
L2,25.719529,23.415523,-18.458650
L6,35.989832,15.900419,-9.505100
L16,35.829254,4.863043,-1.158138
L23,23.878360,-18.243840,14.339485
L26,4.142883,-26.633222,23.579473
L21,4.739249,-8.618343,13.251246
L19,7.891007,-4.029950,5.368386
L13,7.561406,5.897660,4.041862
L31,11.327934,11.099916,-3.912829
L10,19.974456,10.807988,-4.604660
L9,26.964328,14.463043,-7.454744
L18,24.975193,0.017577,-0.185044
L20,13.078099,-6.586793,6.498202
L29,2.077696,-1.902397,14.920564
L28,4.350280,5.861985,9.700100
L17,13.705744,7.885236,5.985532
L8,17.212553,21.863043,-4.558138
L15,19.927935,10.988409,11.241861
L22,10.324175,-8.936956,20.427969
