landmark_id,x,y,z
B1,-27.287531,33.010614,-8.090568
B2,-16.434929,40.366900,-13.561266
B3,-3.704693,40.965628,-14.710877
B4,12.165071,37.419350,-12.110658
B5,14.217608,23.887930,-8.649769
B6,15.845506,10.127013,-4.577777
B7,16.662722,-7.251137,0.019681
B8,17.566775,-31.564156,13.138034
B9,1.147748,-27.915951,20.784610
B10,-14.434929,-26.564606,24.826376
B11,-31.298577,-25.056246,29.184610
B12,-32.034927,-5.764606,14.662521
B13,-33.146414,11.893584,4.157872
B14,-30.963647,26.164111,-3.298518
L7,-1.900584,21.066502,-9.432935
L4,-8.870285,25.327723,-16.815390
L2,-19.265807,26.249695,-21.288617
L6,-28.259272,14.835394,-19.914942
L16,-25.511778,-0.964607,-12.815390
L23,-8.675430,-24.550040,-2.815390
L26,9.640569,-28.480082,14.041907
L21,4.365071,-9.964606,4.919004
L19,1.799260,-3.271093,-1.571471
L13,-1.919303,7.316941,-0.432120
L31,-5.220826,14.035394,-7.940847
L10,-11.800736,12.085369,-8.864447
L9,-21.880757,15.088363,-14.246763
L18,-14.156414,-3.164607,-9.876247
L20,-2.353053,-7.633847,-1.824889
L29,2.594181,-5.164607,8.885672
L28,-0.516586,5.568948,5.184610
L17,-9.421340,5.024656,0.709324
L8,-15.634929,20.767193,-6.415390
L15,-16.034930,3.258883,4.467323
L22,-3.733639,-11.964606,10.639177
