landmark_id,x,y,z
B1,-17.035955,56.883029,17.686361
B2,-8.198639,57.117386,7.486997
B3,7.177386,56.524189,-6.802104
B4,20.910601,55.317387,-14.702260
B5,20.958993,34.317387,-13.668959
B6,19.896176,15.117387,-14.295490
B7,17.938102,-5.545871,-16.611087
B8,15.772867,-17.561445,-15.347739
B9,5.801361,-18.209583,-7.502261
B10,-8.798639,-19.482613,9.585471
B11,-21.040956,-19.890383,17.634372
B12,-19.249653,1.117387,18.097738
B13,-18.870372,16.616851,18.024951
B14,-18.093785,38.317387,17.335122
L7,9.724213,39.051510,-9.553030
L4,-0.598639,46.517387,-16.619900
L2,-9.303872,50.460133,-14.035506
L6,-22.298695,42.855612,-8.260965
L16,-26.609515,21.230171,-3.891937
L23,-20.322331,2.112567,-2.697441
L26,1.923858,-13.482613,-3.902261
L21,2.274703,2.190730,-5.581692
L19,1.488751,10.538413,-8.045431
L13,3.487640,21.502332,-3.302261
L31,1.858111,28.517387,-7.102261
L10,-8.598639,29.540704,-7.439559
L9,-13.598639,38.517387,-8.280239
L18,-16.839778,18.549006,-7.295887
L20,-6.605182,11.517387,-5.329489
L29,2.080066,6.897314,2.130358
L28,1.751973,17.366775,3.815669
L17,-6.578278,21.717386,3.097739
L8,-5.327400,33.609268,2.897739
L15,-10.422493,17.093534,7.629143
L22,-8.008365,4.205869,6.097739
