sample_id,side,region_id,region_name,sample_point_count,expected_point_count,remesh_face_count,raw_unmapped_count,raw_status,salvaged_unmapped_count,repair_count,repair_applied,salvage_attempted,salvage_accepted,salvage_rejection_reason,flipped_faces,degenerate_faces,patch_face_count,mesh_exported,mesh_path,status
T077,L,T001,test,325,325,576,1,WARNING,0,1,True,False,False,,0,0,8072,True,output\remesh_r24\salvaged\T077_L\T001_remesh_salvaged.ply,PASS
T077,L,T002,test,325,325,576,0,PASS,0,0,False,False,False,,14347,0,14347,True,output\remesh_r24\salvaged\T077_L\T002_remesh_salvaged.ply,PASS
T077,L,T003,test,325,325,576,0,PASS,0,0,False,False,False,,0,0,8493,True,output\remesh_r24\salvaged\T077_L\T003_remesh_salvaged.ply,PASS
T077,L,T004,test,325,325,576,45,WARNING,0,45,True,False,False,,1079,0,1079,True,output\remesh_r24\salvaged\T077_L\T004_remesh_salvaged.ply,PASS
T077,L,T005,test,325,325,576,0,PASS,0,0,False,False,False,,0,0,7859,True,output\remesh_r24\salvaged\T077_L\T005_remesh_salvaged.ply,PASS
T077,L,T006,test,325,325,576,1,WARNING,0,1,True,False,False,,2680,0,2680,True,output\remesh_r24\salvaged\T077_L\T006_remesh_salvaged.ply,PASS
T077,L,T007,test,325,325,576,0,PASS,0,0,False,False,False,,0,0,2014,True,output\remesh_r24\salvaged\T077_L\T007_remesh_salvaged.ply,PASS
T077,L,T008,test,325,325,576,2,WARNING,0,2,True,False,False,,0,0,11240,True,output\remesh_r24\salvaged\T077_L\T008_remesh_salvaged.ply,PASS
T077,L,T009,test,325,325,576,7,WARNING,0,7,True,False,False,,5390,0,5390,True,output\remesh_r24\salvaged\T077_L\T009_remesh_salvaged.ply,PASS
T077,L,T010,test,325,325,576,14,WARNING,0,14,True,False,False,,0,0,3065,True,output\remesh_r24\salvaged\T077_L\T010_remesh_salvaged.ply,PASS
T077,L,T011,test,325,325,576,1,WARNING,0,1,True,False,False,,15260,0,15260,True,output\remesh_r24\salvaged\T077_L\T011_remesh_salvaged.ply,PASS
T077,L,T012,test,325,325,576,1,WARNING,0,1,True,False,False,,0,0,2032,True,output\remesh_r24\salvaged\T077_L\T012_remesh_salvaged.ply,PASS
T077,L,T013,test,325,325,576,0,PASS,0,0,False,False,False,,7038,0,7038,True,output\remesh_r24\salvaged\T077_L\T013_remesh_salvaged.ply,PASS
T077,L,T014,test,325,325,576,6,WARNING,0,6,True,False,False,,0,0,3495,True,output\remesh_r24\salvaged\T077_L\T014_remesh_salvaged.ply,PASS
T077,L,T015,test,325,325,576,6,WARNING,0,6,True,False,False,,2188,0,2188,True,output\remesh_r24\salvaged\T077_L\T015_remesh_salvaged.ply,PASS
