sample_id,side,region_id,region_name,sample_point_count,expected_point_count,remesh_face_count,raw_unmapped_count,raw_status,salvaged_unmapped_count,repair_count,repair_applied,salvage_attempted,salvage_accepted,salvage_rejection_reason,flipped_faces,degenerate_faces,patch_face_count,mesh_exported,mesh_path,status
T078,L,T001,test,325,325,576,2,WARNING,0,2,True,False,False,,0,0,7942,True,output\remesh_r24\salvaged\T078_L\T001_remesh_salvaged.ply,PASS
T078,L,T002,test,325,325,576,0,PASS,0,0,False,False,False,,24333,0,24333,True,output\remesh_r24\salvaged\T078_L\T002_remesh_salvaged.ply,PASS
T078,L,T003,test,325,325,576,0,PASS,0,0,False,False,False,,0,0,15900,True,output\remesh_r24\salvaged\T078_L\T003_remesh_salvaged.ply,PASS
T078,L,T004,test,325,325,576,3,WARNING,0,3,True,False,False,,2746,0,2746,True,output\remesh_r24\salvaged\T078_L\T004_remesh_salvaged.ply,PASS
T078,L,T005,test,325,325,576,1,WARNING,0,1,True,False,False,,0,0,7350,True,output\remesh_r24\salvaged\T078_L\T005_remesh_salvaged.ply,PASS
T078,L,T006,test,325,325,576,4,WARNING,0,4,True,False,False,,2813,0,2813,True,output\remesh_r24\salvaged\T078_L\T006_remesh_salvaged.ply,PASS
T078,L,T007,test,325,325,576,17,WARNING,0,17,True,False,False,,0,0,1493,True,output\remesh_r24\salvaged\T078_L\T007_remesh_salvaged.ply,PASS
T078,L,T008,test,325,325,576,3,WARNING,0,3,True,False,False,,0,0,11036,True,output\remesh_r24\salvaged\T078_L\T008_remesh_salvaged.ply,PASS
T078,L,T009,test,325,325,576,3,WARNING,0,3,True,False,False,,6733,0,6733,True,output\remesh_r24\salvaged\T078_L\T009_remesh_salvaged.ply,PASS
T078,L,T010,test,325,325,576,0,PASS,0,0,False,False,False,,0,0,3638,True,output\remesh_r24\salvaged\T078_L\T010_remesh_salvaged.ply,PASS
T078,L,T011,test,325,325,576,2,WARNING,0,2,True,False,False,,6705,0,6705,True,output\remesh_r24\salvaged\T078_L\T011_remesh_salvaged.ply,PASS
T078,L,T012,test,325,325,576,9,WARNING,0,9,True,False,False,,0,0,1545,True,output\remesh_r24\salvaged\T078_L\T012_remesh_salvaged.ply,PASS
T078,L,T013,test,325,325,576,0,PASS,0,0,False,False,False,,24021,0,24021,True,output\remesh_r24\salvaged\T078_L\T013_remesh_salvaged.ply,PASS
T078,L,T014,test,325,325,576,1,WARNING,0,1,True,False,False,,0,0,3365,True,output\remesh_r24\salvaged\T078_L\T014_remesh_salvaged.ply,PASS
T078,L,T015,test,325,325,576,1,WARNING,0,1,True,False,False,,5411,0,5411,True,output\remesh_r24\salvaged\T078_L\T015_remesh_salvaged.ply,PASS
