point_id,sample_id,side,region_id,region_name,region_point_id,lambda_a,lambda_b,lambda_c,u,v,source_face_index,is_unmapped,x,y,z
T013_L_P00122,T013,L,T003,test,32,0.25,0.5,0.25,0.5,0.25,1042,False,-21.187534442283663,18.906446608290626,-17.93486125813203
T013_L_P00123,T013,L,T003,test,33,0.125,0.5,0.375,0.5,0.375,963,False,-20.20889510321908,20.221444293296265,-17.480341023433198
T013_L_P00124,T013,L,T003,test,34,0.0,0.5,0.5,0.5,0.5,2017,False,-19.30385716121675,21.250932950245573,-16.785779745401364
T013_L_P00125,T013,L,T003,test,35,0.375,0.625,0.0,0.625,0.0,1267,False,-23.86539097171663,14.888228011254862,-19.072101593017578
T013_L_P00126,T013,L,T003,test,36,0.25,0.625,0.125,0.625,0.125,316,False,-23.08812762738881,16.2151971004394,-18.551071802318052
T013_L_P00127,T013,L,T003,test,37,0.125,0.625,0.25,0.625,0.25,439,False,-22.153240802578786,17.47928825601867,-17.91314567860968
T013_L_P00128,T013,L,T003,test,38,0.0,0.625,0.375,0.625,0.375,1098,False,-21.409271622873803,18.714208471361246,-17.27210235595703
T013_L_P00129,T013,L,T003,test,39,0.25,0.75,0.0,0.75,0.0,149,False,-24.802844118902094,13.30213413082583,-19.072101593017578
T013_L_P00130,T013,L,T003,test,40,0.125,0.75,0.125,0.75,0.125,34,False,-24.035055642663966,14.70258136652891,-18.41319098636362
T013_L_P00131,T013,L,T003,test,41,0.0,0.75,0.25,0.75,0.25,341,False,-23.266862672983418,15.990618991282744,-17.872102737426758
T013_L_P00132,T013,L,T003,test,42,0.125,0.875,0.0,0.875,0.0,179,False,-24.95023385304654,11.46730691788223,-19.072101593017578
T013_L_P00133,T013,L,T003,test,43,0.0,0.875,0.125,0.875,0.125,99,False,-24.93921303112015,13.250235094144438,-18.472103118896484
T013_L_P00134,T013,L,T003,test,44,0.0,1.0,0.0,1.0,0.0,-1,True,,,
T013_L_P00135,T013,L,T004,test,0,1.0,0.0,0.0,0.0,0.0,-1,True,,,
T013_L_P00136,T013,L,T004,test,1,0.875,0.0,0.125,0.0,0.125,322,False,-24.939213031120154,13.250235094144436,-18.472103118896484
T013_L_P00137,T013,L,T004,test,2,0.75,0.0,0.25,0.0,0.25,610,False,-23.266862672983418,15.990618991282748,-17.872102737426758
T013_L_P00138,T013,L,T004,test,3,0.625,0.0,0.375,0.0,0.375,1654,False,-21.409271622873803,18.714208471361246,-17.27210235595703
T013_L_P00139,T013,L,T004,test,4,0.5,0.0,0.5,0.0,0.5,6687,False,-19.30385716121675,21.25093295024557,-16.785779745401364
T013_L_P00140,T013,L,T004,test,5,0.375,0.0,0.625,0.0,0.625,6517,False,-17.071531609712935,23.468662149678373,-15.915183249813271
T013_L_P00141,T013,L,T004,test,6,0.25,0.0,0.75,0.0,0.75,6839,False,-15.208201279617278,25.990438638758405,-14.855229570955855
T013_L_P00142,T013,L,T004,test,7,0.125,0.0,0.875,0.0,0.875,1185,False,-13.075899112104324,27.111353860303588,-15.705044827981583
T013_L_P00143,T013,L,T004,test,8,0.0,0.0,1.0,0.0,1.0,553,False,-10.679272651672363,26.227712631225586,-17.472103118896484
T013_L_P00144,T013,L,T004,test,9,0.875,0.125,0.0,0.125,0.0,296,False,-24.98680533319376,13.86598976577089,-17.262538906881538
T013_L_P00145,T013,L,T004,test,10,0.75,0.125,0.125,0.125,0.125,1525,False,-23.131666213970405,16.48319224943963,-16.546231954965393
T013_L_P00146,T013,L,T004,test,11,0.625,0.125,0.25,0.125,0.25,1823,False,-21.507926867134245,19.26600889188925,-15.82155572700388
T013_L_P00147,T013,L,T004,test,12,0.5,0.125,0.375,0.125,0.375,6940,False,-19.43420559011517,21.855704625083987,-15.065268163288897
T013_L_P00148,T013,L,T004,test,13,0.375,0.125,0.5,0.125,0.5,8429,False,-17.567591635200802,23.86564528942389,-14.437588180618187
T013_L_P00149,T013,L,T004,test,14,0.25,0.125,0.625,0.125,0.625,6512,False,-15.373049151293836,26.213444694715843,-13.383052740964414
T013_L_P00150,T013,L,T004,test,15,0.125,0.125,0.75,0.125,0.75,991,False,-13.458536570060192,25.825625846360406,-14.086746902535006
T013_L_P00151,T013,L,T004,test,16,0.0,0.125,0.875,0.125,0.875,1425,False,-10.70166015625,25.300638468615723,-15.146569679783244
T013_L_P00152,T013,L,T004,test,17,0.75,0.25,0.0,0.25,0.0,2908,False,-22.997958478388277,17.155467190752788,-15.227064563412606
T013_L_P00153,T013,L,T004,test,18,0.625,0.25,0.125,0.25,0.125,6913,False,-21.6513931209847,19.852763898121417,-14.100995888127983
T013_L_P00154,T013,L,T004,test,19,0.5,0.25,0.25,0.25,0.25,7853,False,-19.870866097107363,22.26230249396623,-13.552466169186776
T013_L_P00155,T013,L,T004,test,20,0.375,0.25,0.375,0.25,0.375,6672,False,-17.74115200928854,24.445910268061308,-12.86474466871151
T013_L_P00156,T013,L,T004,test,21,0.25,0.25,0.5,0.25,0.5,3254,False,-15.258143522438697,25.890175212620985,-11.883108412919224
T013_L_P00157,T013,L,T004,test,22,0.125,0.25,0.625,0.25,0.625,1358,False,-13.456729790122566,24.668512215200053,-12.696807066270702
T013_L_P00158,T013,L,T004,test,23,0.0,0.25,0.75,0.25,0.75,2850,False,-10.931389878419925,24.28743968627959,-12.954018485806658
T013_L_P00159,T013,L,T004,test,24,0.625,0.375,0.0,0.375,0.0,8010,False,-21.927887930650908,20.53484788390292,-12.630446059706294
T013_L_P00160,T013,L,T004,test,25,0.5,0.375,0.125,0.375,0.125,8118,False,-20.238448181057578,22.881034148121856,-12.084078239218158
T013_L_P00161,T013,L,T004,test,26,0.375,0.375,0.25,0.375,0.25,6151,False,-17.712803368520703,24.836643265961065,-11.185859870767814
T013_L_P00162,T013,L,T004,test,27,0.25,0.375,0.375,0.375,0.375,3587,False,-15.458061898602729,24.628632026360723,-10.8834403743225
T013_L_P00163,T013,L,T004,test,28,0.125,0.375,0.5,0.375,0.5,2482,False,-13.43560616504322,23.633309653180604,-11.218424682436364
T013_L_P00164,T013,L,T004,test,29,0.0,0.375,0.625,0.375,0.625,3723,False,-11.30165958404541,22.87739816926286,-10.984058216810602
T013_L_P00165,T013,L,T004,test,30,0.5,0.5,0.0,0.5,0.0,6889,False,-20.5163964354956,23.751936082593055,-10.050822939079282
T013_L_P00166,T013,L,T004,test,31,0.375,0.5,0.125,0.5,0.125,6052,False,-17.546100521427025,24.726739139242703,-9.421268822341005
T013_L_P00167,T013,L,T004,test,32,0.25,0.5,0.25,0.5,0.25,3806,False,-15.41987638820758,23.406817158963964,-9.687498019360717
T013_L_P00168,T013,L,T004,test,33,0.125,0.5,0.375,0.5,0.375,4524,False,-13.136468099362563,22.932085596492076,-9.269123465267702
T013_L_P00169,T013,L,T004,test,34,0.0,0.5,0.5,0.5,0.5,4649,False,-11.140006235846348,22.504304800934037,-8.588759819410816
T013_L_P00170,T013,L,T004,test,35,0.375,0.625,0.0,0.625,0.0,6187,False,-17.335676112703474,23.493485200050642,-8.272102355957031
T013_L_P00171,T013,L,T004,test,36,0.25,0.625,0.125,0.625,0.125,4135,False,-15.151458664477762,22.484365434627104,-7.902717169950489
T013_L_P00172,T013,L,T004,test,37,0.125,0.625,0.25,0.625,0.25,4960,False,-12.800910880578025,22.833013826198822,-7.11269628446957
T013_L_P00173,T013,L,T004,test,38,0.0,0.625,0.375,0.625,0.375,27,False,-10.95238921604007,21.62771224975586,-6.383637882970251
T013_L_P00174,T013,L,T004,test,39,0.25,0.75,0.0,0.75,0.0,5328,False,-14.487141011324455,21.827713012695312,-5.916298659813858
T013_L_P00175,T013,L,T004,test,40,0.125,0.75,0.125,0.75,0.125,5388,False,-12.223243851702176,22.852515555576336,-5.017277174917138
T013_L_P00176,T013,L,T004,test,41,0.0,0.75,0.25,0.75,0.25,8533,False,-9.574323400389272,22.20607531443193,-4.642139392676274
T013_L_P00177,T013,L,T004,test,42,0.125,0.875,0.0,0.875,0.0,6307,False,-10.889669638594176,21.827713012695312,-3.3232875036702607
T013_L_P00178,T013,L,T004,test,43,0.0,0.875,0.125,0.875,0.125,6423,False,-8.501659393310547,22.318269137649164,-2.580265049261569
T013_L_P00179,T013,L,T004,test,44,0.0,1.0,0.0,1.0,0.0,0,False,-7.501659870147705,20.62771224975586,-1.5944652557373047
T013_L_P00180,T013,L,T005,test,0,1.0,0.0,0.0,0.0,0.0,979,False,-8.8286771774292,19.061452865600586,-13.932513236999512
T013_L_P00181,T013,L,T005,test,1,0.875,0.0,0.125,0.0,0.125,1012,False,-8.901659965515137,20.330920421405402,-13.842916240499802
T013_L_P00182,T013,L,T005,test,2,0.75,0.0,0.25,0.0,0.25,1094,False,-8.901659965515138,21.625143494806824,-13.743112431298751
T013_L_P00183,T013,L,T005,test,3,0.625,0.0,0.375,0.0,0.375,964,False,-8.901659965515137,22.916647562514036,-13.634434201167561
T013_L_P00184,T013,L,T005,test,4,0.5,0.0,0.5,0.0,0.5,551,False,-8.901659965515137,24.18924325152434,-13.759097717173017
T013_L_P00185,T013,L,T005,test,5,0.375,0.0,0.625,0.0,0.625,481,False,-9.156491960651397,25.173468962285405,-14.3507068624541
T013_L_P00186,T013,L,T005,test,6,0.25,0.0,0.75,0.0,0.75,265,False,-9.70166015625,25.504547351384367,-15.392214882834718
T013_L_P00187,T013,L,T005,test,7,0.125,0.0,0.875,0.0,0.875,214,False,-10.40118339705304,25.758187595415635,-16.37162616896466
T013_L_P00188,T013,L,T005,test,8,0.0,0.0,1.0,0.0,1.0,-1,True,,,
T013_L_P00189,T013,L,T005,test,9,0.875,0.125,0.0,0.125,0.0,1190,False,-9.790703013524084,19.02583385645935,-12.331885653201892
T013_L_P00190,T013,L,T005,test,10,0.75,0.125,0.125,0.125,0.125,1492,False,-9.984359691530102,20.046303836739725,-12.82185132250126
T013_L_P00191,T013,L,T005,test,11,0.625,0.125,0.25,0.125,0.25,1440,False,-9.997578497523783,20.989332914723096,-13.031380789848928
T013_L_P00192,T013,L,T005,test,12,0.5,0.125,0.375,0.125,0.375,922,False,-9.99719260849644,22.147293662136637,-13.057236617216024
T013_L_P00193,T013,L,T005,test,13,0.375,0.125,0.5,0.125,0.5,637,False,-9.933342518084885,23.227195650326596,-13.004278313438881
T013_L_P00194,T013,L,T005,test,14,0.25,0.125,0.625,0.125,0.625,446,False,-10.00131202698493,24.22991033146159,-13.304298620886664
T013_L_P00195,T013,L,T005,test,15,0.125,0.125,0.75,0.125,0.75,369,False,-10.29671775639401,24.970184131602203,-14.165968697465042
