point_id,sample_id,side,region_id,region_name,region_point_id,lambda_a,lambda_b,lambda_c,u,v,source_face_index,is_unmapped,x,y,z
T076_L_P00000,T076,L,T001,test,0,1.0,0.0,0.0,0.0,0.0,-1,True,,,
T076_L_P00001,T076,L,T001,test,1,0.875,0.0,0.125,0.0,0.125,-1,True,,,
T076_L_P00002,T076,L,T001,test,2,0.75,0.0,0.25,0.0,0.25,-1,True,,,
T076_L_P00003,T076,L,T001,test,3,0.625,0.0,0.375,0.0,0.375,508,False,16.362837025271734,4.665915935308054,-1.1201468706130981
T076_L_P00004,T076,L,T001,test,4,0.5,0.0,0.5,0.0,0.5,288,False,15.235086047768295,3.422839973411674,-1.3201467990875244
T076_L_P00005,T076,L,T001,test,5,0.375,0.0,0.625,0.0,0.625,432,False,13.817896518120634,2.3937313560549525,-1.3201467990875244
T076_L_P00006,T076,L,T001,test,6,0.25,0.0,0.75,0.0,0.75,455,False,12.117993116067067,2.0505213737487793,-1.254289444668448
T076_L_P00007,T076,L,T001,test,7,0.125,0.0,0.875,0.0,0.875,125,False,10.66399915821696,1.6224442630154399,-0.5939752959732328
T076_L_P00008,T076,L,T001,test,8,0.0,0.0,1.0,0.0,1.0,92,False,9.49921989440918,1.0505213737487793,0.4461008310317993
T076_L_P00009,T076,L,T001,test,9,0.875,0.125,0.0,0.125,0.0,652,False,17.158542694669002,5.172778150277022,-0.7196580400601305
T076_L_P00010,T076,L,T001,test,10,0.75,0.125,0.125,0.125,0.125,589,False,16.20043473848678,3.825844408251062,-0.8645413615476333
T076_L_P00011,T076,L,T001,test,11,0.625,0.125,0.25,0.125,0.25,387,False,14.909776134653411,2.7469495372400563,-1.1122105181253739
T076_L_P00012,T076,L,T001,test,12,0.5,0.125,0.375,0.125,0.375,440,False,13.357245382776654,1.9451145656055513,-1.1713977566883207
T076_L_P00013,T076,L,T001,test,13,0.375,0.125,0.5,0.125,0.5,274,False,11.694550412417566,1.569878926765115,-0.9948075088640296
T076_L_P00014,T076,L,T001,test,14,0.25,0.125,0.625,0.125,0.625,102,False,10.282012006581626,1.1588091372406628,-0.3375067224148887
T076_L_P00015,T076,L,T001,test,15,0.125,0.125,0.75,0.125,0.75,147,False,9.151881288707186,0.8666704170725903,0.9437285927672221
T076_L_P00016,T076,L,T001,test,16,0.0,0.125,0.875,0.125,0.875,200,False,8.17082132963698,0.4353659797695884,2.0798532962799072
T076_L_P00017,T076,L,T001,test,17,0.75,0.25,0.0,0.25,0.0,576,False,14.51309838420873,2.1272418658001735,-0.9201468229293822
T076_L_P00018,T076,L,T001,test,18,0.625,0.25,0.125,0.25,0.125,549,False,12.902228554401258,1.5068507944726752,-1.020938049414495
T076_L_P00019,T076,L,T001,test,19,0.5,0.25,0.25,0.25,0.25,246,False,11.241639790133593,1.1718074539998267,-0.7861553745439389
T076_L_P00020,T076,L,T001,test,20,0.375,0.25,0.375,0.25,0.375,84,False,9.768215494131047,0.7478444577007061,-0.009206260753967898
T076_L_P00021,T076,L,T001,test,21,0.25,0.25,0.5,0.25,0.5,26,False,8.757757290522402,0.6290094160570846,1.307923162981902
T076_L_P00022,T076,L,T001,test,22,0.125,0.25,0.625,0.25,0.625,199,False,7.613715305321618,0.10096246699510468,2.2997410200653303
T076_L_P00023,T076,L,T001,test,23,0.0,0.25,0.75,0.25,0.75,-1,True,,,
T076_L_P00024,T076,L,T001,test,24,0.625,0.375,0.0,0.375,0.0,233,False,10.74964346333453,0.7345414173898275,-0.544349227040198
T076_L_P00025,T076,L,T001,test,25,0.5,0.375,0.125,0.375,0.125,50,False,9.369100568420578,0.5538945381846125,0.30976049380327
T076_L_P00026,T076,L,T001,test,26,0.375,0.375,0.25,0.375,0.25,176,False,8.279835752081656,0.2923695015276992,1.5319024130633152
T076_L_P00027,T076,L,T001,test,27,0.25,0.375,0.375,0.375,0.375,-1,True,,,
T076_L_P00028,T076,L,T001,test,28,0.125,0.375,0.5,0.375,0.5,-1,True,,,
T076_L_P00029,T076,L,T001,test,29,0.0,0.375,0.625,0.375,0.625,-1,True,,,
T076_L_P00030,T076,L,T001,test,30,0.5,0.5,0.0,0.5,0.0,164,False,7.804482104495597,0.05052133649587631,1.9532672405257188
T076_L_P00031,T076,L,T001,test,31,0.375,0.5,0.125,0.5,0.125,-1,True,,,
T076_L_P00032,T076,L,T001,test,32,0.25,0.5,0.25,0.5,0.25,-1,True,,,
T076_L_P00033,T076,L,T001,test,33,0.125,0.5,0.375,0.5,0.375,-1,True,,,
T076_L_P00034,T076,L,T001,test,34,0.0,0.5,0.5,0.5,0.5,-1,True,,,
T076_L_P00035,T076,L,T001,test,35,0.375,0.625,0.0,0.625,0.0,-1,True,,,
T076_L_P00036,T076,L,T001,test,36,0.25,0.625,0.125,0.625,0.125,-1,True,,,
T076_L_P00037,T076,L,T001,test,37,0.125,0.625,0.25,0.625,0.25,-1,True,,,
T076_L_P00038,T076,L,T001,test,38,0.0,0.625,0.375,0.625,0.375,-1,True,,,
T076_L_P00039,T076,L,T001,test,39,0.25,0.75,0.0,0.75,0.0,-1,True,,,
T076_L_P00040,T076,L,T001,test,40,0.125,0.75,0.125,0.75,0.125,-1,True,,,
T076_L_P00041,T076,L,T001,test,41,0.0,0.75,0.25,0.75,0.25,-1,True,,,
T076_L_P00042,T076,L,T001,test,42,0.125,0.875,0.0,0.875,0.0,-1,True,,,
