sample_id,side,region_id,region_name,point_id_global,point_id_region,x,y,z,u,v,lambda_a,lambda_b,lambda_c,lm_a,lm_b,lm_c
S001,R,T001,耳甲腔上区,18,18,-13.513738371539445,6.340513702849282,5.957424148276706,,,0.625,0.25,0.125,L10,L29,L28
S001,R,T001,耳甲腔上区,19,19,-13.784208398506665,8.629458047391225,5.005163703677039,,,0.5,0.25,0.25,L10,L29,L28
S001,R,T001,耳甲腔上区,20,20,-15.158821927069734,10.981960491669312,3.450900710786385,,,0.375,0.25,0.375,L10,L29,L28
S001,R,T001,耳甲腔上区,21,21,-12.514786111091027,13.103136377872318,4.087690912163877,,,0.25,0.25,0.5,L10,L29,L28
S001,R,T001,耳甲腔上区,22,22,-11.123076410182355,15.29640023815551,4.041686249038819,,,0.125,0.25,0.625,L10,L29,L28
S001,R,T001,耳甲腔上区,23,23,-5.945087739173145,17.271713536702187,6.060041504028143,,,0.0,0.25,0.75,L10,L29,L28
S001,R,T001,耳甲腔上区,24,24,-10.781708540490598,7.312136071506807,7.555316730105245,,,0.625,0.375,0.0,L10,L29,L28
S001,R,T001,耳甲腔上区,25,25,-14.185596165119131,9.78145014869618,4.894650289432153,,,0.5,0.375,0.125,L10,L29,L28
S001,R,T001,耳甲腔上区,26,26,-12.767548928118849,11.973197934535007,4.863005411805938,,,0.375,0.375,0.25,L10,L29,L28
S001,R,T001,耳甲腔上区,27,27,-15.770889304183804,14.419455206212781,2.420725860153758,,,0.25,0.375,0.375,L10,L29,L28
S001,R,T001,耳甲腔上区,28,28,-16.20891300391433,16.71804448642579,1.3771115853380118,,,0.125,0.375,0.5,L10,L29,L28
S001,R,T001,耳甲腔上区,29,29,-5.301294601958306,18.36354161763134,6.519382974243218,,,0.0,0.375,0.625,L10,L29,L28
S001,R,T001,耳甲腔上区,30,30,-5.612140110212109,10.416820979396121,9.677412833664723,,,0.5,0.5,0.0,L10,L29,L28
S001,R,T001,耳甲腔上区,31,31,-12.758587568062545,13.10156900226806,4.976223079242473,,,0.375,0.5,0.125,L10,L29,L28
S001,R,T001,耳甲腔上区,32,32,-15.462426015149244,15.530585966462448,2.697238356751934,,,0.25,0.5,0.25,L10,L29,L28
S001,R,T001,耳甲腔上区,33,33,-16.0435325529471,17.83741156132072,1.5756122718690626,,,0.125,0.5,0.375,L10,L29,L28
S001,R,T001,耳甲腔上区,34,34,-17.393842053004246,20.188514986480786,0.03460035284076671,,,0.0,0.5,0.5,L10,L29,L28
S001,R,T001,耳甲腔上区,35,35,-14.788341483515278,14.347295167981688,3.977889766826963,,,0.375,0.625,0.0,L10,L29,L28
S001,R,T001,耳甲腔上区,36,36,-14.170370042919057,16.585097925109046,3.510026528484941,,,0.25,0.625,0.125,L10,L29,L28
S001,R,T001,耳甲腔上区,37,37,-13.776687076193932,18.835811458028978,2.919876438273057,,,0.125,0.625,0.25,L10,L29,L28
S001,R,T001,耳甲腔上区,38,38,-11.146050575324967,20.957758652494896,3.5493610477326176,,,0.0,0.625,0.375,L10,L29,L28
S001,R,T001,耳甲腔上区,39,39,-9.113549786170777,17.422897777464378,6.375444353627105,,,0.25,0.75,0.0,L10,L29,L28
S001,R,T001,耳甲腔上区,40,40,-16.985952996616867,20.149434180253266,1.278448064657999,,,0.125,0.75,0.125,L10,L29,L28
S001,R,T001,耳甲腔上区,41,41,-0.5943202214666636,21.479253564877375,9.410720864390356,,,0.0,0.75,0.25,L10,L29,L28
S001,R,T001,耳甲腔上区,42,42,-3.712291538884432,20.514245864119786,8.623862678936035,,,0.125,0.875,0.0,L10,L29,L28
S001,R,T001,耳甲腔上区,43,43,-6.532064961484026,22.949936423481745,6.281667739119637,,,0.0,0.875,0.125,L10,L29,L28
S001,R,T001,耳甲腔上区,44,44,-16.828417409876664,24.671514951933005,0.7762088806718885,,,0.0,1.0,0.0,L10,L29,L28
S001,R,T002,耳甲腔下区,45,0,-6.850213541786092,-2.943079140677276,12.318590556560135,,,1.0,0.0,0.0,L10,L31,L30
S001,R,T002,耳甲腔下区,46,1,-6.22895762349429,-0.8238272421004467,12.579927495814168,,,0.875,0.0,0.125,L10,L31,L30
S001,R,T002,耳甲腔下区,47,2,-5.642927437865814,1.2407396929581518,12.652970001567631,,,0.75,0.0,0.25,L10,L31,L30
S001,R,T002,耳甲腔下区,48,3,-5.288362037168929,2.945977173020987,11.488748517084762,,,0.625,0.0,0.375,L10,L31,L30
S001,R,T002,耳甲腔下区,49,4,-4.927674994478776,4.660717983284872,10.357249449541591,,,0.5,0.0,0.5,L10,L31,L30
S001,R,T002,耳甲腔下区,50,5,-4.4889396174373895,6.496622215682473,9.64294729434621,,,0.375,0.0,0.625,L10,L31,L30
S001,R,T002,耳甲腔下区,51,6,-4.111623769075884,8.237177836959118,8.600335279163435,,,0.25,0.0,0.75,L10,L31,L30
S001,R,T002,耳甲腔下区,52,7,-3.7273913456910184,9.988470854571517,7.594694888907101,,,0.125,0.0,0.875,L10,L31,L30
S001,R,T002,耳甲腔下区,53,8,-3.3439456140300026,11.738542599978455,6.5848493434621584,,,0.0,0.0,1.0,L10,L31,L30
S001,R,T002,耳甲腔下区,54,9,-5.482101300660589,-3.2068482405014263,12.574460231786901,,,0.875,0.125,0.0,L10,L31,L30
S001,R,T002,耳甲腔下区,55,10,-4.821165801265172,-1.0259971563005903,13.047899054537694,,,0.75,0.125,0.125,L10,L31,L30
S001,R,T002,耳甲腔下区,56,11,-4.156514771721528,1.1606219734523082,13.541198745793393,,,0.625,0.125,0.25,L10,L31,L30
S001,R,T002,耳甲腔下区,57,12,-3.896129381963629,2.719652971124301,11.87355063350055,,,0.5,0.125,0.375,L10,L31,L30
S001,R,T002,耳甲腔下区,58,13,-3.654457979082431,4.249632090744128,10.105869412140414,,,0.375,0.125,0.5,L10,L31,L30
S001,R,T002,耳甲腔下区,59,14,-3.249390028793747,6.033270497436389,9.211602538867734,,,0.25,0.125,0.625,L10,L31,L30
S001,R,T002,耳甲腔下区,60,15,-2.9709141365744816,7.620385466464817,7.6406547832505085,,,0.125,0.125,0.75,L10,L31,L30
S001,R,T002,耳甲腔下区,61,16,-2.7233388310976254,9.159529894330877,5.9045320820584895,,,0.0,0.125,0.875,L10,L31,L30
S001,R,T002,耳甲腔下区,62,17,-4.069506145927217,-3.401561388215785,13.068107360737677,,,0.75,0.25,0.0,L10,L31,L30
S001,R,T002,耳甲腔下区,63,18,-3.307592915548754,-1.0639509375671719,14.081309112860303,,,0.625,0.25,0.125,L10,L31,L30
S001,R,T002,耳甲腔下区,64,19,-2.7296335911530942,0.9880866696760041,14.11120991143568,,,0.5,0.25,0.25,L10,L31,L30
S001,R,T002,耳甲腔下区,65,20,-2.2808882413422538,2.8395305361515644,13.450414724285366,,,0.375,0.25,0.375,L10,L31,L30
S001,R,T002,耳甲腔下区,66,21,-2.4713193254774026,3.698707178376022,9.372987562803516,,,0.25,0.25,0.5,L10,L31,L30
S001,R,T002,耳甲腔下区,67,22,-2.2002054403006728,5.274393255622699,7.762687185091793,,,0.125,0.25,0.625,L10,L31,L30
S001,R,T002,耳甲腔下区,68,23,-1.850080751347826,6.972736907186954,6.574728471062138,,,0.0,0.25,0.75,L10,L31,L30
S001,R,T002,耳甲腔下区,69,24,-2.6031771151544083,-3.5128572489429786,13.848981723408123,,,0.625,0.375,0.0,L10,L31,L30
S001,R,T002,耳甲腔下区,70,25,-1.94326923102258,-1.3336014503175253,14.316927566473778,,,0.5,0.375,0.125,L10,L31,L30
S001,R,T002,耳甲腔下区,71,26,-1.310352564932714,0.8037527706162884,14.640595470474942,,,0.375,0.375,0.25,L10,L31,L30
S001,R,T002,耳甲腔下区,72,27,-0.8219878759577436,2.716702302212124,14.191580151606646,,,0.25,0.375,0.375,L10,L31,L30
S001,R,T002,耳甲腔下区,73,28,-1.2151525285930778,3.26115226711481,9.030467867173904,,,0.125,0.375,0.5,L10,L31,L30
S001,R,T002,耳甲腔下区,74,29,-0.9089681010535384,4.8912823880952185,7.607632374007744,,,0.0,0.375,0.625,L10,L31,L30
S001,R,T002,耳甲腔下区,75,30,-1.1198452859341566,-3.597757706579684,14.720742266706367,,,0.5,0.5,0.0,L10,L31,L30
S001,R,T002,耳甲腔下区,76,31,-0.5208506993244715,-1.513064638121135,14.863084240600415,,,0.375,0.5,0.125,L10,L31,L30
S001,R,T002,耳甲腔下区,77,32,0.07868561893311174,0.5724694227927082,15.008321968423143,,,0.25,0.5,0.25,L10,L31,L30
S001,R,T002,耳甲腔下区,78,33,0.4923482522244146,2.369450346188343,14.159996821403894,,,0.125,0.5,0.375,L10,L31,L30
S001,R,T002,耳甲腔下区,79,34,0.2878061236325593,3.206720788229701,10.007140962740015,,,0.0,0.5,0.5,L10,L31,L30
S001,R,T002,耳甲腔下区,80,35,0.20744400064230106,-3.9249009823665424,14.758398308902452,,,0.375,0.625,0.0,L10,L31,L30
S001,R,T002,耳甲腔下区,81,36,0.6663007725003336,-2.0577599904102195,14.151652373316551,,,0.25,0.625,0.125,L10,L31,L30
S001,R,T002,耳甲腔下区,82,37,1.1391784329201575,-0.16885275765422433,13.619853218657822,,,0.125,0.625,0.25,L10,L31,L30
S001,R,T002,耳甲腔下区,83,38,1.605276553615057,1.7095298144489663,13.051814942896915,,,0.0,0.625,0.375,L10,L31,L30
S001,R,T002,耳甲腔下区,84,39,1.294508509876588,-4.624972858693448,13.511964995320916,,,0.25,0.75,0.0,L10,L31,L30
S001,R,T002,耳甲腔下区,85,40,1.683212258427838,-2.86673848783969,12.530225474558137,,,0.125,0.75,0.125,L10,L31,L30
S001,R,T002,耳甲腔下区,86,41,2.1802762563900555,-0.9402840165695494,12.12771114612362,,,0.0,0.75,0.25,L10,L31,L30
S001,R,T002,耳甲腔下区,87,42,2.341727767636161,-5.386901109849941,12.052544229474691,,,0.125,0.875,0.0,L10,L31,L30
S001,R,T002,耳甲腔下区,88,43,2.7179640614049205,-3.648021405553779,11.00416159988292,,,0.0,0.875,0.125,L10,L31,L30
S001,R,T002,耳甲腔下区,89,44,3.496857677903846,-5.981307221664861,11.169945395961077,,,0.0,1.0,0.0,L10,L31,L30
S001,R,T003,耳甲腔前区,90,0,-6.221453002120746,-3.1489649770844155,12.163578757970042,,,1.0,0.0,0.0,L10,L28,L30
S001,R,T003,耳甲腔前区,91,1,-7.621924798778328,-1.2010972940410256,10.444304164196385,,,0.875,0.0,0.125,L10,L28,L30
S001,R,T003,耳甲腔前区,92,2,-12.645341674169325,0.9151882858161953,6.590319626228773,,,0.75,0.0,0.25,L10,L28,L30
S001,R,T003,耳甲腔前区,93,3,-13.810349881222955,2.8521100997736704,5.009784774653718,,,0.625,0.0,0.375,L10,L28,L30
S001,R,T003,耳甲腔前区,94,4,-6.7330290466341625,4.40587520230607,8.285791048086265,,,0.5,0.0,0.5,L10,L28,L30
S001,R,T003,耳甲腔前区,95,5,-8.309886110073249,6.3619424122576795,6.462586812867608,,,0.375,0.0,0.625,L10,L28,L30
S001,R,T003,耳甲腔前区,96,6,-3.39895353875023,8.016415239321471,8.462114843302519,,,0.25,0.0,0.75,L10,L28,L30
S001,R,T003,耳甲腔前区,97,7,-3.388355016708374,9.8009672164917,7.656054973602295,,,0.125,0.0,0.875,L10,L28,L30
S001,R,T003,耳甲腔前区,98,8,-3.388355016708374,9.8009672164917,7.656054973602295,,,0.0,0.0,1.0,L10,L28,L30
S001,R,T003,耳甲腔前区,99,9,-10.042959002375012,-0.7027931155184157,9.087807195972772,,,0.875,0.125,0.0,L10,L28,L30
S001,R,T003,耳甲腔前区,100,10,-12.89270171405159,1.3124460440769943,6.514593895735545,,,0.75,0.125,0.125,L10,L28,L30
S001,R,T003,耳甲腔前区,101,11,-5.783088261189532,2.8647099770542623,9.809627610063224,,,0.625,0.125,0.25,L10,L28,L30
S001,R,T003,耳甲腔前区,102,12,-14.564799521691004,5.155705364041227,3.7411826751667516,,,0.5,0.125,0.375,L10,L28,L30
S001,R,T003,耳甲腔前区,103,13,-15.865615065223107,7.098940380513286,2.080627490582296,,,0.375,0.125,0.5,L10,L28,L30
S001,R,T003,耳甲腔前区,104,14,-10.562933370110981,8.735202177027897,4.310981749957502,,,0.25,0.125,0.625,L10,L28,L30
S001,R,T003,耳甲腔前区,105,15,-3.573075694554909,10.293033132332772,7.535453023195394,,,0.125,0.125,0.75,L10,L28,L30
S001,R,T003,耳甲腔前区,106,16,-3.1531783632307313,12.156278296045375,6.888775445152596,,,0.0,0.125,0.875,L10,L28,L30
S001,R,T003,耳甲腔前区,107,17,-10.830776520806374,1.6023533033225585,7.799544091596941,,,0.75,0.25,0.0,L10,L28,L30
S001,R,T003,耳甲腔前区,108,18,-14.026870258406113,3.6336930965398997,5.022254007651376,,,0.625,0.25,0.125,L10,L28,L30
S001,R,T003,耳甲腔前区,109,19,-5.869183780189758,5.137235823205255,8.934832802250485,,,0.5,0.25,0.25,L10,L28,L30
S001,R,T003,耳甲腔前区,110,20,-11.349895504823063,7.2747794224526565,4.8114012147439675,,,0.375,0.25,0.375,L10,L28,L30
S001,R,T003,耳甲腔前区,111,21,-12.23927045194199,9.198888021492053,3.393274859060017,,,0.25,0.25,0.5,L10,L28,L30
S001,R,T003,耳甲腔前区,112,22,-9.961503877554161,10.975767418218876,3.841290096390177,,,0.125,0.25,0.625,L10,L28,L30
S001,R,T003,耳甲腔前区,113,23,-3.484664351069289,12.557446771944464,6.763481064358533,,,0.0,0.25,0.75,L10,L28,L30
S001,R,T003,耳甲腔前区,114,24,-14.57653986266448,4.045004156717375,4.768401582087111,,,0.625,0.375,0.0,L10,L28,L30
S001,R,T003,耳甲腔前区,115,25,-5.7982171431416685,5.519695700663674,9.046671362128198,,,0.5,0.375,0.125,L10,L28,L30
S001,R,T003,耳甲腔前区,116,26,-5.858768294073564,7.405275214235398,8.116904162118699,,,0.375,0.375,0.25,L10,L28,L30
S001,R,T003,耳甲腔前区,117,27,-10.270751625361294,9.493137412202636,4.623188200805095,,,0.25,0.375,0.375,L10,L28,L30
S001,R,T003,耳甲腔前区,118,28,-4.286225277005222,11.097702663515172,7.255298636452191,,,0.125,0.375,0.5,L10,L28,L30
S001,R,T003,耳甲腔前区,119,29,-3.4340412104151565,12.940852346564327,6.863332839146107,,,0.0,0.375,0.625,L10,L28,L30
S001,R,T003,耳甲腔前区,120,30,-13.102876956543305,6.245022352935003,4.812646877915935,,,0.5,0.5,0.0,L10,L28,L30
S001,R,T003,耳甲腔前区,121,31,-15.271107029841913,8.228580401524521,2.6409941243121775,,,0.375,0.5,0.125,L10,L28,L30
S001,R,T003,耳甲腔前区,122,32,-15.304208491748927,10.112883876185103,1.7274008167721726,,,0.25,0.5,0.25,L10,L28,L30
S001,R,T003,耳甲腔前区,123,33,-14.733510841151322,11.96911886666589,1.1695777297981225,,,0.125,0.5,0.375,L10,L28,L30
S001,R,T003,耳甲腔前区,124,34,-4.630064903196203,13.382210121174372,6.228635970661939,,,0.0,0.5,0.5,L10,L28,L30
S001,R,T003,耳甲腔前区,125,35,-15.969569148119637,8.646808299171958,2.2994702457184637,,,0.375,0.625,0.0,L10,L28,L30
S001,R,T003,耳甲腔前区,126,36,-15.641258696447325,10.514311012836774,1.5988278908154836,,,0.25,0.625,0.125,L10,L28,L30
S001,R,T003,耳甲腔前区,127,37,-10.482315605811658,12.157254708450253,3.7444885592936803,,,0.125,0.625,0.25,L10,L28,L30
S001,R,T003,耳甲腔前区,128,38,-6.089671867008365,13.83582094935792,5.438630694910788,,,0.0,0.625,0.375,L10,L28,L30
S001,R,T003,耳甲腔前区,129,39,-9.237124660575823,10.60236434802103,5.44229227739205,,,0.25,0.75,0.0,L10,L28,L30
S001,R,T003,耳甲腔前区,130,40,-5.734988881020177,12.32232715286565,6.611729744658449,,,0.125,0.75,0.125,L10,L28,L30
S001,R,T003,耳甲腔前区,131,41,-3.406522724212269,14.096849705407715,7.08961816538126,,,0.0,0.75,0.25,L10,L28,L30
S001,R,T003,耳甲腔前区,132,42,-15.495924974713,13.161837397802522,0.9304193404901377,,,0.125,0.875,0.0,L10,L28,L30
S001,R,T003,耳甲腔前区,133,43,-9.25215302609146,14.754351238506679,3.715282343136936,,,0.0,0.875,0.125,L10,L28,L30
S001,R,T003,耳甲腔前区,134,44,-3.5236673247465617,14.873813073961598,7.160641545354467,,,0.0,1.0,0.0,L10,L28,L30
S001,R,T004,耳屏区,135,0,-13.940804634984886,35.82941696951379,3.4373459300894362,,,1.0,0.0,0.0,L19,L21,L28
S001,R,T004,耳屏区,136,1,-13.006596147719472,32.09710878022304,5.007863422076265,,,0.8333333333333334,0.0,0.16666666666666666,L19,L21,L28
S001,R,T004,耳屏区,137,2,-11.807133229621156,28.44282612488806,6.270637898933079,,,0.6666666666666667,0.0,0.3333333333333333,L19,L21,L28
S001,R,T004,耳屏区,138,3,-10.847806489065357,24.71790655911197,7.812013683548196,,,0.5,0.0,0.5,L19,L21,L28
S001,R,T004,耳屏区,139,4,-10.367093063423347,20.85220118501882,9.908667297643678,,,0.33333333333333337,0.0,0.6666666666666666,L19,L21,L28
S001,R,T004,耳屏区,140,5,-11.022877360243294,16.652190964985206,13.323863394519288,,,0.16666666666666674,0.0,0.8333333333333333,L19,L21,L28
S001,R,T004,耳屏区,141,6,-4.031456731682075,14.701633263797497,7.866921545708854,,,0.0,0.0,1.0,L19,L21,L28
S001,R,T004,耳屏区,142,7,-12.124720505287744,35.83972089465205,4.847037382293056,,,0.8333333333333334,0.16666666666666666,0.0,L19,L21,L28
S001,R,T004,耳屏区,143,8,-11.126905927335514,32.12612266309167,6.3437603289177975,,,0.6666666666666667,0.16666666666666666,0.16666666666666666,L19,L21,L28
S001,R,T004,耳屏区,144,9,-10.39355881200961,28.334730387071602,8.147313265514251,,,0.5,0.16666666666666666,0.3333333333333333,L19,L21,L28
S001,R,T004,耳屏区,145,10,-9.341465324882805,24.637098489636482,9.58106288077973,,,0.33333333333333337,0.16666666666666666,0.5,L19,L21,L28
S001,R,T004,耳屏区,146,11,-9.023941384404646,20.72339034825346,11.867045751484222,,,0.16666666666666674,0.16666666666666666,0.6666666666666666,L19,L21,L28
S001,R,T004,耳屏区,147,12,-5.040386630927442,17.888058205282228,9.899771202852339,,,1.1102230246251565e-16,0.16666666666666666,0.8333333333333333,L19,L21,L28
S001,R,T004,耳屏区,148,13,-10.719438257594787,35.72918598557078,6.7333331626207755,,,0.6666666666666667,0.3333333333333333,0.0,L19,L21,L28
S001,R,T004,耳屏区,149,14,-9.463132639825183,32.09162381245136,7.930159848407541,,,0.5000000000000001,0.3333333333333333,0.16666666666666666,L19,L21,L28
S001,R,T004,耳屏区,150,15,-8.626898546052406,28.33049610696158,9.614345320093278,,,0.3333333333333334,0.3333333333333333,0.3333333333333333,L19,L21,L28
S001,R,T004,耳屏区,151,16,-5.826891776375977,25.147019116387348,9.020200049423789,,,0.16666666666666674,0.3333333333333333,0.5,L19,L21,L28
S001,R,T004,耳屏区,152,17,-6.6965021176371415,20.88411120511144,12.68347295098478,,,1.1102230246251565e-16,0.3333333333333333,0.6666666666666666,L19,L21,L28
S001,R,T004,耳屏区,153,18,-8.85047312749671,35.7550450449982,8.081673109948962,,,0.5,0.5,0.0,L19,L21,L28
S001,R,T004,耳屏区,154,19,-7.552973395565232,32.12960026702737,9.230707188245708,,,0.33333333333333337,0.5,0.16666666666666666,L19,L21,L28
S001,R,T004,耳屏区,155,20,-4.854500555062712,28.916256710177333,8.754359601120516,,,0.16666666666666669,0.5,0.3333333333333333,L19,L21,L28
S001,R,T004,耳屏区,156,21,-1.1082220688685678,26.011128909536357,7.062368348165174,,,0.0,0.5,0.5,L19,L21,L28
S001,R,T004,耳屏区,157,22,-7.1824268024466065,35.72180312354322,9.663115134658604,,,0.33333333333333337,0.6666666666666666,0.0,L19,L21,L28
S001,R,T004,耳屏区,158,23,-4.661377822602609,32.45626970724049,9.392611248856758,,,0.1666666666666667,0.6666666666666666,0.16666666666666666,L19,L21,L28
S001,R,T004,耳屏区,159,24,-1.3678086501746316,29.417975852323075,8.225844508677252,,,5.551115123125783e-17,0.6666666666666666,0.3333333333333333,L19,L21,L28
S001,R,T004,耳屏区,160,25,-5.475880799153146,35.69988601933119,11.199890583858295,,,0.16666666666666674,0.8333333333333333,0.0,L19,L21,L28
S001,R,T004,耳屏区,161,26,-2.4532337669338427,32.58189945359328,10.34744242464084,,,8.326672684688674e-17,0.8333333333333333,0.16666666666666666,L19,L21,L28
S001,R,T004,耳屏区,162,27,-3.306927110183258,35.813987779976074,12.20018965842203,,,0.0,1.0,0.0,L19,L21,L28
S001,R,T005,对耳屏区,163,0,12.17077641213704,35.856436557226374,4.091966105566131,,,1.0,0.0,0.0,L20,L21,L15
S001,R,T005,对耳屏区,164,1,12.56621782693962,31.382963063332575,3.098837915840381,,,0.8333333333333334,0.0,0.16666666666666666,L20,L21,L15
S001,R,T005,对耳屏区,165,2,13.22973178361787,26.871094994324498,2.6225239582775517,,,0.6666666666666667,0.0,0.3333333333333333,L20,L21,L15
S001,R,T005,对耳屏区,166,3,13.61035689814962,22.39974355869777,1.600831579193247,,,0.5,0.0,0.5,L20,L21,L15
S001,R,T005,对耳屏区,167,4,14.371805269631746,17.873848875031026,1.3133243492238305,,,0.33333333333333337,0.0,0.6666666666666666,L20,L21,L15
S001,R,T005,对耳屏区,168,5,15.049307545814939,13.359977334946805,0.8639783256150491,,,0.16666666666666674,0.0,0.8333333333333333,L20,L21,L15
S001,R,T005,对耳屏区,169,6,15.763303445603082,8.840879011235703,0.4849879748785195,,,0.0,0.0,1.0,L20,L21,L15
S001,R,T005,对耳屏区,170,7,9.814801201345436,35.8020682046825,5.982253527278223,,,0.8333333333333334,0.16666666666666666,0.0,L20,L21,L15
S001,R,T005,对耳屏区,171,8,10.034564807144285,31.353756089818823,4.650437938488533,,,0.6666666666666667,0.16666666666666666,0.16666666666666666,L20,L21,L15
S001,R,T005,对耳屏区,172,9,10.56661934534786,26.860716239776366,3.9206847515879852,,,0.5,0.16666666666666666,0.3333333333333333,L20,L21,L15
S001,R,T005,对耳屏区,173,10,11.287668004500134,22.340607787622893,3.55529134140306,,,0.33333333333333337,0.16666666666666666,0.5,L20,L21,L15
S001,R,T005,对耳屏区,174,11,11.56172485107848,17.884519546578147,2.3281471201050383,,,0.16666666666666674,0.16666666666666666,0.6666666666666666,L20,L21,L15
S001,R,T005,对耳屏区,175,12,12.255628026947788,13.368298994653575,1.9104202183904806,,,1.1102230246251565e-16,0.16666666666666666,0.8333333333333333,L20,L21,L15
S001,R,T005,对耳屏区,176,13,7.3691826439365204,35.760538982103625,7.699718484494764,,,0.6666666666666667,0.3333333333333333,0.0,L20,L21,L15
S001,R,T005,对耳屏区,177,14,7.73541083840637,31.29124953919299,6.650270434742953,,,0.5000000000000001,0.3333333333333333,0.16666666666666666,L20,L21,L15
S001,R,T005,对耳屏区,178,15,8.352738697172633,26.785996454297457,6.084914785099426,,,0.3333333333333334,0.3333333333333333,0.3333333333333333,L20,L21,L15
S001,R,T005,对耳屏区,179,16,8.688111479798325,22.321126264546592,4.975980911589861,,,0.16666666666666674,0.3333333333333333,0.5,L20,L21,L15
S001,R,T005,对耳屏区,180,17,9.216871846742766,17.828558220773296,4.239876926588203,,,1.1102230246251565e-16,0.3333333333333333,0.6666666666666666,L20,L21,L15
S001,R,T005,对耳屏区,181,18,5.145265501504646,35.68725666922047,9.844599266357509,,,0.5,0.5,0.0,L20,L21,L15
S001,R,T005,对耳屏区,182,19,5.24553600338997,31.25605890303923,8.282414180133518,,,0.33333333333333337,0.5,0.16666666666666666,L20,L21,L15
S001,R,T005,对耳屏区,183,20,5.819017312286332,26.757085721488902,7.6325272284571355,,,0.16666666666666669,0.5,0.3333333333333333,L20,L21,L15
S001,R,T005,对耳屏区,184,21,6.384012290391899,22.25932799103517,6.966279568963242,,,0.0,0.5,0.5,L20,L21,L15
S001,R,T005,对耳屏区,185,22,3.081999089367953,35.59096522422582,12.299196900393893,,,0.33333333333333337,0.6666666666666666,0.0,L20,L21,L15
S001,R,T005,对耳屏区,186,23,2.6446340893273685,31.23677007277851,9.70050998833114,,,0.1666666666666667,0.6666666666666666,0.16666666666666666,L20,L21,L15
S001,R,T005,对耳屏区,187,24,2.1499530029763716,26.890783993270098,6.991323996691485,,,5.551115123125783e-17,0.6666666666666666,0.3333333333333333,L20,L21,L15
S001,R,T005,对耳屏区,188,25,0.8191203306842819,35.52326317216045,14.36896399233484,,,0.16666666666666674,0.8333333333333333,0.0,L20,L21,L15
S001,R,T005,对耳屏区,189,26,-0.34819597079094494,31.273614983548647,10.363011648580677,,,8.326672684688674e-17,0.8333333333333333,0.16666666666666666,L20,L21,L15
S001,R,T005,对耳屏区,190,27,-3.7864182180989916,35.79108756621611,11.922341930175769,,,0.0,1.0,0.0,L20,L21,L15
