sample_id,side,region_id,region_name,lm_a,lm_b,lm_c,edge_ab,edge_bc,edge_ca,perimeter,triangle_area,angle_a_deg,angle_b_deg,angle_c_deg,centroid_x,centroid_y,centroid_z,normal_x,normal_y,normal_z,snap_distance_a,snap_distance_b,snap_distance_c,snap_distance_mean,snap_distance_max
T076,L,T001,test,L7,L10,L31,25.38120464821772,14.289627704384777,11.911323705812297,51.582156058414796,41.079656014795944,15.768986801338318,13.092800294912594,151.13821290374906,8.538176666666667,2.0087776666666666,-1.4321293333333334,-0.4897008445270917,0.6438291405918526,0.5879431270065242,0.06077185367690122,0.06214723456561866,0.022654917829563047,0.04852466869069431,0.06214723456561866
T076,L,T002,test,L10,L18,L31,13.17747818254225,25.278636617351104,14.289627704384777,52.745742504278134,67.83235048210487,133.90701156833597,24.033366528810387,22.059621902853685,-0.3235143333333337,-5.726198666666666,-4.6111993333333325,-0.3572787718376875,-0.16499628827452514,0.9193084923189732,0.06214723456561866,6.77669107426589e-07,0.022654917829563047,0.028267610021429707,0.06214723456561866
T076,L,T003,test,L18,L28,L31,28.287990494729613,13.269149107832838,25.278636617351104,66.83577621991355,167.671796867308,27.966701778594388,63.303358615701434,88.7299396057042,4.105314333333333,-6.874101,0.8292290000000002,-0.7321993337288201,0.5217374438045078,0.43780609340141663,6.77669107426589e-07,0.09075226011761138,0.022654917829563047,0.03780261853876062,0.09075226011761138
T076,L,T004,test,L13,L28,L31,9.300596234547601,13.269149107832838,10.020500224911627,32.590245567292065,46.51942694338186,86.66562185458395,48.92885378935973,44.40552435605634,10.875673666666666,-4.641529333333334,4.618725333333333,-0.9178465723096774,-0.35313878088539374,-0.18124754104305496,0.09315944336300595,0.09075226011761138,0.022654917829563047,0.0688555404367268,0.09315944336300595
T076,L,T005,test,L15,L18,L20,17.592195338156632,12.519195457609287,18.53054513363201,48.64193592939793,105.75164043738081,40.45096676208927,73.80752937650276,65.74150386140799,-6.085364333333334,-13.231644000000001,-1.3271726666666666,-0.6573749886302642,-0.6988372186311437,0.2819302505572028,4.182427309267511e-07,6.77669107426589e-07,0.08000994781199322,0.026670347907943856,0.08000994781199322
T076,L,T006,test,L18,L20,L28,12.519195457609287,19.547743857419096,28.287990494729613,60.354929809758,103.4539048128248,35.749989866456026,122.27649829431338,21.97351183923056,1.0832369999999998,-13.554926666666667,0.5623050000000003,-0.7417085255092878,-0.028404942602357004,0.6701206028936844,6.77669107426589e-07,0.08000994781199322,0.09075226011761138,0.056920961866237345,0.09075226011761138
T076,L,T007,test,L20,L28,L30,19.547743857419096,9.579828988268947,24.967598160316903,54.095171006004946,85.84978441128965,20.59744894642142,113.5251615428474,45.87738951073119,7.282113666666667,-11.794331666666666,10.338465000000001,0.8479579383668304,-0.48411882894288866,-0.21586174793983526,0.08000994781199322,0.09075226011761138,0.13591053983120333,0.10222424925360264,0.13591053983120333
T076,L,T008,test,L20,L29,L30,16.110632537915233,9.3295649743092,24.967598160316903,50.40779567254134,29.320616024313885,8.382756678820936,157.03630719453741,14.580936126641546,6.919951666666667,-14.137715666666665,10.630786666666667,-0.1276830236418469,-0.8775479666604352,0.4621759531648213,0.08000994781199322,4.698230900937061e-07,0.13591053983120333,0.07197365248876221,0.13591053983120333
T076,L,T009,test,L19,L29,L30,11.636602431407416,9.3295649743092,20.122184319579027,41.088351725295645,29.428494575510534,14.558023575946693,147.17064803492653,18.271328389126776,11.221581666666665,-13.351600333333332,11.256687333333334,-0.3263030905470093,0.8720808198201475,-0.3646934833545696,0.09935498571036977,4.698230900937061e-07,0.13591053983120333,0.07842199845488773,0.13591053983120333
T076,L,T010,test,L20,L21,L29,12.252423514278307,10.38571391948984,16.110632537915233,38.74876997168338,63.62387583479122,40.1384974076042,90.35290441723573,49.50859817516008,6.977483666666667,-17.992493,5.5774566666666665,-0.44342517255746466,-0.6670807456357044,0.5986463022056473,0.08000994781199322,0.09568522381576966,4.698230900937061e-07,0.05856521381695099,0.09568522381576966
T076,L,T011,test,L19,L21,L29,6.218186262578182,10.38571391948984,11.636602431407416,28.240502613475435,32.170293106425184,62.77177177071486,85.06176439354373,32.16646383574142,11.279113666666667,-17.206377666666665,6.203357333333334,-0.913035838009806,0.1288302971961497,-0.38699911244611757,0.09935498571036977,0.09568522381576966,4.698230900937061e-07,0.0650135597830765,0.09935498571036977
T076,L,T012,test,L20,L21,L26,12.252423514278307,15.115604514117782,23.515327629343247,50.88335565773934,81.69927804527863,34.54965749772588,118.08278595631951,27.36755654595462,8.637804000000001,-25.233504666666665,4.6064516666666675,0.41961393357501214,-0.161810986560731,-0.8931636755813284,0.08000994781199322,0.09568522381576966,0.04040120748957001,0.0720321263724443,0.09568522381576966
