sample_id,side,region_id,region_name,lm_a,lm_b,lm_c,edge_ab,edge_bc,edge_ca,perimeter,triangle_area,angle_a_deg,angle_b_deg,angle_c_deg,centroid_x,centroid_y,centroid_z,normal_x,normal_y,normal_z,snap_distance_a,snap_distance_b,snap_distance_c,snap_distance_mean,snap_distance_max
T077,L,T001,test,L7,L10,L31,15.264999032237833,8.015397824738395,9.864752915041562,33.14514977201779,35.268294947475965,27.931506917848363,35.20412086295716,116.86437221919451,15.425181,2.620406,-2.448872,-0.3166762897065939,0.7309237276550244,0.6045383626276742,0.0642409356826593,0.07633969078108206,0.02630278056373417,0.055627802342491844,0.07633969078108206
T077,L,T002,test,L10,L18,L31,12.225239850928979,18.825829116939975,8.015397824738395,39.06646679260735,34.1040083287591,135.88745181898483,17.239284299132567,26.8732638818826,8.871666,-3.2647273333333335,-0.190739,-0.3075842120660684,0.5014803758367862,0.8086466379935623,0.07633969078108206,2.1987796330764615e-07,0.02630278056373417,0.03421423040759318,0.07633969078108206
T077,L,T003,test,L18,L28,L31,22.73135951577474,17.360157824937826,18.825829116939975,58.91734645765254,159.6681142113633,48.26425879769006,54.02024816947407,77.71549303283587,12.730962666666665,-6.205195333333333,4.757376666666667,-0.41682375602544386,0.6386666700388082,0.6468097409550828,2.1987796330764615e-07,0.12231464887591514,0.02630278056373417,0.049539216439204205,0.12231464887591514
T077,L,T004,test,L13,L28,L31,7.326704311132667,17.360157824937826,10.245727572097552,34.932589708168045,11.650101944928382,161.91724183327256,10.555516155259758,7.5272420114676954,18.408992333333334,-4.970092,6.757376666666667,-0.8808290008459738,0.1990868207917008,0.4295401134419657,6.242873176179054e-07,0.12231464887591514,0.02630278056373417,0.04953935124232231,0.12231464887591514
T077,L,T005,test,L15,L18,L20,12.176794367002918,13.092075118319977,13.882502877110632,39.15137236243353,73.118604907066,59.89204086063014,66.53602973794796,53.57192940142191,4.386618333333334,-11.457908333333334,7.174708333333332,-0.6270932118842841,-0.7669302191559029,0.13627964834901476,0.0660712418470857,2.1987796330764615e-07,0.06581058912447017,0.043960683616506395,0.0660712418470857
T077,L,T006,test,L18,L20,L28,13.092075118319977,13.303975921769478,22.73135951577474,49.127410555864195,76.24777894243128,30.82494087642814,118.89313987808107,30.28191924549077,10.772867666666665,-12.046091666666667,7.208503333333333,-0.5321951845949546,0.056507526327265876,0.844733795323897,2.1987796330764615e-07,0.06581058912447017,0.12231464887591514,0.06270848595944954,0.12231464887591514
T077,L,T007,test,L20,L28,L30,13.303975921769478,5.678494386738531,17.265464638617548,36.24793494712556,30.551064519411803,15.426926985817255,126.02104698592889,38.552026028253856,18.133290333333335,-12.453300666666665,12.800560333333335,0.6673091045905892,-0.4863907565929097,-0.5640235729395383,0.06581058912447017,0.12231464887591514,0.03713421104910056,0.0750864830164953,0.12231464887591514
T077,L,T008,test,L20,L29,L30,13.536742025337485,5.763824937524473,17.265464638617548,36.56603160147951,33.24807976033151,16.529819769499124,121.54176549678625,41.9284147337146,18.179598666666667,-14.602005666666669,13.926571666666668,-0.667799373731565,0.1760512719881247,0.7232219203502429,0.06581058912447017,0.08682162334837547,0.03713421104910056,0.0632554745073154,0.08682162334837547
T077,L,T009,test,L19,L29,L30,10.395558441785127,5.763824937524473,13.020286785331306,29.179670164640903,29.115434822029236,25.481164683915196,103.6295067200393,50.88932859604551,21.051830666666664,-14.269057666666667,13.539497666666668,-0.8830070596013744,0.44681432323284476,0.14372019081573034,0.05980271714471196,0.08682162334837547,0.03713421104910056,0.06125285051406266,0.08682162334837547
T077,L,T010,test,L20,L21,L29,9.968086816632065,7.5903163382407195,13.536742025337485,31.09514518021027,37.2561346785789,33.51854742030424,99.99652502981652,46.48492754987922,16.36577266666667,-18.061068000000002,11.990119,-0.643554795848874,-0.2695112429740389,0.7163804259264086,0.06581058912447017,0.0059043961625216005,0.08682162334837547,0.05284553621178908,0.08682162334837547
T077,L,T011,test,L19,L21,L29,8.4739571815601,7.5903163382407195,10.395558441785127,26.459831961585948,31.713855182998756,46.05618438577326,80.44513292570873,53.49868268851803,19.238004666666665,-17.72812,11.603045,-0.9269357648386456,0.3465786200359606,0.14378229375331447,0.05980271714471196,0.0059043961625216005,0.08682162334837547,0.050842912218536346,0.08682162334837547
T077,L,T012,test,L20,L21,L26,9.968086816632065,15.427214563318586,23.026180743332425,48.42148212328308,59.89803222227788,31.461524402743326,128.82994832578578,19.708527271470857,15.327995999999999,-24.631786333333338,12.445615666666667,0.3012324693633374,-0.3702366174959067,-0.8787399196955011,0.06581058912447017,0.0059043961625216005,0.06765938002833177,0.04645812177177452,0.06765938002833177
