sample_id,side,region_id,region_name,point_id_global,point_id_region,x,y,z,u,v,lambda_a,lambda_b,lambda_c,lm_a,lm_b,lm_c
S003,R,T002,耳甲腔下区,61,16,-2.6228366382294896,9.497557116110656,6.293307921429485,,,0.0,0.125,0.875,L10,L31,L30
S003,R,T002,耳甲腔下区,62,17,-3.8572798628961915,-3.263320628343134,13.15021936752713,,,0.75,0.25,0.0,L10,L31,L30
S003,R,T002,耳甲腔下区,63,18,-3.1266084358662183,-0.9481105997400152,14.139789876652433,,,0.625,0.25,0.125,L10,L31,L30
S003,R,T002,耳甲腔下区,64,19,-2.4740216395194334,1.2503707375386186,14.705331981629968,,,0.5,0.25,0.25,L10,L31,L30
S003,R,T002,耳甲腔下区,65,20,-2.1670843037339496,2.9321407984069734,13.393869766115754,,,0.375,0.25,0.375,L10,L31,L30
S003,R,T002,耳甲腔下区,66,21,-2.4026673456434664,3.8028973070419605,9.136321387947955,,,0.25,0.25,0.5,L10,L31,L30
S003,R,T002,耳甲腔下区,67,22,-2.1173074370228377,5.4524112784204135,7.707685768061117,,,0.125,0.25,0.625,L10,L31,L30
S003,R,T002,耳甲腔下区,68,23,-1.8416185037372481,7.087468111629503,6.226533177779597,,,0.0,0.25,0.75,L10,L31,L30
S003,R,T002,耳甲腔下区,69,24,-2.3796356021230003,-3.409392894187097,13.887050493109648,,,0.625,0.375,0.0,L10,L31,L30
S003,R,T002,耳甲腔下区,70,25,-1.6226625954310354,-1.0548646419226841,15.019448300681034,,,0.5,0.375,0.125,L10,L31,L30
S003,R,T002,耳甲腔下区,71,26,-1.0955266149306735,0.9560803078335985,14.903746109860837,,,0.375,0.375,0.25,L10,L31,L30
S003,R,T002,耳甲腔下区,72,27,-0.7932440622498591,2.6308919348148554,13.567006701712705,,,0.25,0.375,0.375,L10,L31,L30
S003,R,T002,耳甲腔下区,73,28,-1.0946996827975721,3.4031755451172185,8.951745875491198,,,0.125,0.375,0.5,L10,L31,L30
S003,R,T002,耳甲腔下区,74,29,-0.8859274592517768,4.938198608718581,7.1072108193706764,,,0.0,0.375,0.625,L10,L31,L30
S003,R,T002,耳甲腔下区,75,30,-0.8538141123995823,-3.483445034715786,14.88550177786165,,,0.5,0.5,0.0,L10,L31,L30
S003,R,T002,耳甲腔下区,76,31,-0.281244615463187,-1.4045815346705859,15.016520373201747,,,0.375,0.5,0.125,L10,L31,L30
S003,R,T002,耳甲腔下区,77,32,0.24978829302738595,0.6121889315862312,14.921979941645956,,,0.25,0.5,0.25,L10,L31,L30
S003,R,T002,耳甲腔下区,78,33,0.6248605218019974,2.3958138238416202,13.98051537724671,,,0.125,0.5,0.375,L10,L31,L30
S003,R,T002,耳甲腔下区,79,34,0.23828860488892842,3.0408571078699635,8.903041603368381,,,0.0,0.5,0.5,L10,L31,L30
S003,R,T002,耳甲腔下区,80,35,0.4243200848048454,-3.9277648356084187,14.5389195207297,,,0.375,0.625,0.0,L10,L31,L30
S003,R,T002,耳甲腔下区,81,36,0.8829182554575254,-2.0192770375319102,14.051031691337306,,,0.25,0.625,0.125,L10,L31,L30
S003,R,T002,耳甲腔下区,82,37,1.2670539466403048,-0.22210317800194196,13.158785077607273,,,0.125,0.625,0.25,L10,L31,L30
S003,R,T002,耳甲腔下区,83,38,1.6914664414402378,1.635280463348457,12.485256393545718,,,0.0,0.625,0.375,L10,L31,L30
S003,R,T002,耳甲腔下区,84,39,1.389278033668671,-4.840251717562517,12.491674487338472,,,0.25,0.75,0.0,L10,L31,L30
S003,R,T002,耳甲腔下区,85,40,1.9443346039864982,-2.787568286342147,12.527591418483496,,,0.125,0.75,0.125,L10,L31,L30
S003,R,T002,耳甲腔下区,86,41,2.3043724981116736,-1.0264182165096667,11.504484860351976,,,0.0,0.75,0.25,L10,L31,L30
S003,R,T002,耳甲腔下区,87,42,2.5778930036863823,-5.418393784712404,11.658969740897007,,,0.125,0.875,0.0,L10,L31,L30
S003,R,T002,耳甲腔下区,88,43,3.0375585943522445,-3.5083103007737444,11.176878396687233,,,0.0,0.875,0.125,L10,L31,L30
S003,R,T002,耳甲腔下区,89,44,3.6289510887468075,-6.202169598519609,10.079280269066619,,,0.0,1.0,0.0,L10,L31,L30
S003,R,T003,耳甲腔前区,90,0,-7.211344390467365,-3.043040868142721,11.158322737745042,,,1.0,0.0,0.0,L10,L28,L30
S003,R,T003,耳甲腔前区,91,1,-11.417831984867728,-0.8467967790775537,8.153561499315185,,,0.875,0.0,0.125,L10,L28,L30
S003,R,T003,耳甲腔前区,92,2,-12.348798151496117,1.1251909022487814,6.846193037852228,,,0.75,0.0,0.25,L10,L28,L30
S003,R,T003,耳甲腔前区,93,3,-8.608599124581898,2.7773703486551113,7.959447440374512,,,0.625,0.0,0.375,L10,L28,L30
S003,R,T003,耳甲腔前区,94,4,-11.641718481549708,4.893280557547633,5.562731917675241,,,0.5,0.0,0.5,L10,L28,L30
S003,R,T003,耳甲腔前区,95,5,-11.66709195402031,6.803267434133688,4.724646448808308,,,0.375,0.0,0.625,L10,L28,L30
S003,R,T003,耳甲腔前区,96,6,-6.429668862269237,8.352940425380515,6.613770394300909,,,0.25,0.0,0.75,L10,L28,L30
S003,R,T003,耳甲腔前区,97,7,-3.2372872543323696,10.042625828986395,7.443142871281605,,,0.125,0.0,0.875,L10,L28,L30
S003,R,T003,耳甲腔前区,98,8,-3.701826209791987,11.98267987984983,6.377479493017234,,,0.0,0.0,1.0,L10,L28,L30
S003,R,T003,耳甲腔前区,99,9,-10.014112967096912,-0.5611645659378925,8.953861326766036,,,0.875,0.125,0.0,L10,L28,L30
S003,R,T003,耳甲腔前区,100,10,-12.622136549266797,1.5256417419412043,6.77743271519588,,,0.75,0.125,0.125,L10,L28,L30
S003,R,T003,耳甲腔前区,101,11,-13.738270949503903,3.5103068438896745,5.374109081653649,,,0.625,0.125,0.25,L10,L28,L30
S003,R,T003,耳甲腔前区,102,12,-8.689465161315661,5.072893394051258,7.165490528512614,,,0.5,0.125,0.375,L10,L28,L30
S003,R,T003,耳甲腔前区,103,13,-13.589150899523466,7.316596835469706,3.801510292970005,,,0.375,0.125,0.5,L10,L28,L30
S003,R,T003,耳甲腔前区,104,14,-7.000077643716537,8.773729992374095,6.3910666050477385,,,0.25,0.125,0.625,L10,L28,L30
S003,R,T003,耳甲腔前区,105,15,-10.625020692063334,10.930159018795418,3.6876648703556905,,,0.125,0.125,0.75,L10,L28,L30
S003,R,T003,耳甲腔前区,106,16,-3.2857373337268063,12.335929537307088,6.6659840824237495,,,0.0,0.125,0.875,L10,L28,L30
S003,R,T003,耳甲腔前区,107,17,-12.718105593178405,1.9139491061546121,6.800586143291703,,,0.75,0.25,0.0,L10,L28,L30
S003,R,T003,耳甲腔前区,108,18,-13.634570918646565,3.884943996983507,5.500732095514643,,,0.625,0.25,0.125,L10,L28,L30
S003,R,T003,耳甲腔前区,109,19,-9.688632268863152,5.523037616210309,6.720601874396005,,,0.5,0.25,0.25,L10,L28,L30
S003,R,T003,耳甲腔前区,110,20,-14.673450038815734,7.772569565865948,3.3125057632718926,,,0.375,0.25,0.375,L10,L28,L30
S003,R,T003,耳甲腔前区,111,21,-10.362358578790253,9.385663239494571,4.721599687456851,,,0.25,0.25,0.5,L10,L28,L30
S003,R,T003,耳甲腔前区,112,22,-3.702880637621923,10.837976186189522,7.347640085208351,,,0.125,0.25,0.625,L10,L28,L30
S003,R,T003,耳甲腔前区,113,23,-3.2907543522040683,12.718009931265422,6.7362693380551475,,,0.0,0.25,0.75,L10,L28,L30
S003,R,T003,耳甲腔前区,114,24,-7.071804323246249,3.8173654305192355,8.974478055862047,,,0.625,0.375,0.0,L10,L28,L30
S003,R,T003,耳甲腔前区,115,25,-15.508490466665105,6.303227264894047,3.7776052344150526,,,0.5,0.375,0.125,L10,L28,L30
S003,R,T003,耳甲腔前区,116,26,-15.267084351309563,8.194949253478743,3.0777663792259,,,0.375,0.375,0.25,L10,L28,L30
S003,R,T003,耳甲腔前区,117,27,-16.12445991434396,10.161898602811434,1.8085329633572038,,,0.25,0.375,0.375,L10,L28,L30
S003,R,T003,耳甲腔前区,118,28,-3.5822393497588467,11.211453467329482,7.48304214933916,,,0.125,0.375,0.5,L10,L28,L30
S003,R,T003,耳甲腔前区,119,29,-3.2862983737157823,13.099441762752772,6.811463551536578,,,0.0,0.375,0.625,L10,L28,L30
S003,R,T003,耳甲腔前区,120,30,-9.749787633420045,6.290698392003723,6.83468103943043,,,0.5,0.5,0.0,L10,L28,L30
S003,R,T003,耳甲腔前区,121,31,-14.050012690448915,8.493360154438669,3.7813445449672933,,,0.375,0.5,0.125,L10,L28,L30
S003,R,T003,耳甲腔前区,122,32,-16.4598785028306,10.566599721694311,1.7076023528130002,,,0.25,0.5,0.25,L10,L28,L30
S003,R,T003,耳甲腔前区,123,33,-17.121547319273034,12.520150138084933,0.5397852229903961,,,0.125,0.5,0.375,L10,L28,L30
S003,R,T003,耳甲腔前区,124,34,-6.875195842278297,13.726890160927688,5.024562730499454,,,0.0,0.5,0.5,L10,L28,L30
S003,R,T003,耳甲腔前区,125,35,-13.341311480992765,8.826576302058507,4.221482415395192,,,0.375,0.625,0.0,L10,L28,L30
S003,R,T003,耳甲腔前区,126,36,-16.3279549232013,10.939304568191673,1.848850961066389,,,0.25,0.625,0.125,L10,L28,L30
S003,R,T003,耳甲腔前区,127,37,-16.6839838498812,12.871929551715814,0.8394180618695006,,,0.125,0.625,0.25,L10,L28,L30
S003,R,T003,耳甲腔前区,128,38,-8.98147844195002,14.252832312879463,4.0059608887153475,,,0.0,0.625,0.375,L10,L28,L30
S003,R,T003,耳甲腔前区,129,39,-14.821221658781539,11.217883979080195,2.702533323799709,,,0.25,0.75,0.0,L10,L28,L30
S003,R,T003,耳甲腔前区,130,40,-13.021661351337865,13.002927971649337,2.810138330411216,,,0.125,0.75,0.125,L10,L28,L30
S003,R,T003,耳甲腔前区,131,41,-9.176529338831143,14.64792325061218,3.977769569030501,,,0.0,0.75,0.25,L10,L28,L30
S003,R,T003,耳甲腔前区,132,42,-16.38405229597547,13.614868750501708,1.140614405274187,,,0.125,0.875,0.0,L10,L28,L30
S003,R,T003,耳甲腔前区,133,43,-4.914563687645263,14.737867498773829,6.259228136343216,,,0.0,0.875,0.125,L10,L28,L30
S003,R,T003,耳甲腔前区,134,44,-10.055560384858403,15.471579343898364,3.668021168043321,,,0.0,1.0,0.0,L10,L28,L30
S003,R,T004,耳屏区,135,0,-14.234171468939259,35.79536533360388,3.3528445249826544,,,1.0,0.0,0.0,L19,L21,L28
S003,R,T004,耳屏区,136,1,-13.24952147336841,32.11066584912876,4.94701749453752,,,0.8333333333333334,0.0,0.16666666666666666,L19,L21,L28
S003,R,T004,耳屏区,137,2,-11.871711299314446,28.533160640472957,6.072465518711411,,,0.6666666666666667,0.0,0.3333333333333333,L19,L21,L28
S003,R,T004,耳屏区,138,3,-11.052792255889443,24.80327496887006,7.864222668312717,,,0.5,0.0,0.5,L19,L21,L28
S003,R,T004,耳屏区,139,4,-9.856336579226674,21.176323847127563,9.205881238560348,,,0.33333333333333337,0.0,0.6666666666666666,L19,L21,L28
S003,R,T004,耳屏区,140,5,-10.70998692264041,16.990415734819948,12.991672976091191,,,0.16666666666666674,0.0,0.8333333333333333,L19,L21,L28
S003,R,T004,耳屏区,141,6,-4.313565482820872,14.781224077979292,8.133940555820997,,,0.0,0.0,1.0,L19,L21,L28
S003,R,T004,耳屏区,142,7,-12.44981038516509,35.81881021928137,4.80017519209647,,,0.8333333333333334,0.16666666666666666,0.0,L19,L21,L28
S003,R,T004,耳屏区,143,8,-11.34723820034566,32.16626196570734,6.253761513410409,,,0.6666666666666667,0.16666666666666666,0.16666666666666666,L19,L21,L28
S003,R,T004,耳屏区,144,9,-10.228843900782781,28.518027577638208,7.688484734454256,,,0.5,0.16666666666666666,0.3333333333333333,L19,L21,L28
S003,R,T004,耳屏区,145,10,-9.37932866182038,24.79648389284616,9.443765147938839,,,0.33333333333333337,0.16666666666666666,0.5,L19,L21,L28
S003,R,T004,耳屏区,146,11,-9.047136672284019,20.9338931383822,11.815797524369088,,,0.16666666666666674,0.16666666666666666,0.6666666666666666,L19,L21,L28
S003,R,T004,耳屏区,147,12,-5.494584842563487,17.949326557877264,10.348521972867264,,,1.1102230246251565e-16,0.16666666666666666,0.8333333333333333,L19,L21,L28
S003,R,T004,耳屏区,148,13,-10.620387483905784,35.85454111243564,6.193783231397417,,,0.6666666666666667,0.3333333333333333,0.0,L19,L21,L28
S003,R,T004,耳屏区,149,14,-9.733538980697215,32.14317626172664,7.904554986064639,,,0.5000000000000001,0.3333333333333333,0.16666666666666666,L19,L21,L28
S003,R,T004,耳屏区,150,15,-7.814706456830767,28.713179631416644,8.38499701714904,,,0.3333333333333334,0.3333333333333333,0.3333333333333333,L19,L21,L28
S003,R,T004,耳屏区,151,16,-4.170334994802418,25.753647475886297,6.808254244667629,,,0.16666666666666674,0.3333333333333333,0.5,L19,L21,L28
S003,R,T004,耳屏区,152,17,-5.675545269064125,21.39009295185506,11.37083470525137,,,1.1102230246251565e-16,0.3333333333333333,0.6666666666666666,L19,L21,L28
S003,R,T004,耳屏区,153,18,-9.051020568334891,35.8193683012374,7.897429607129311,,,0.5,0.5,0.0,L19,L21,L28
S003,R,T004,耳屏区,154,19,-7.844946091258196,32.19503972470942,9.227620658677454,,,0.33333333333333337,0.5,0.16666666666666666,L19,L21,L28
S003,R,T004,耳屏区,155,20,-4.025795973339836,29.283160593244453,7.442507048000069,,,0.16666666666666669,0.5,0.3333333333333333,L19,L21,L28
S003,R,T004,耳屏区,156,21,-1.3151195173436148,26.069058505444012,6.97891399071469,,,0.0,0.5,0.5,L19,L21,L28
S003,R,T004,耳屏区,157,22,-7.201491361975477,35.860581135169404,9.267066941166513,,,0.33333333333333337,0.6666666666666666,0.0,L19,L21,L28
S003,R,T004,耳屏区,158,23,-4.883102287511326,32.539522737758375,9.271158282112125,,,0.1666666666666667,0.6666666666666666,0.16666666666666666,L19,L21,L28
S003,R,T004,耳屏区,159,24,-1.5626160377907836,29.491683976722154,8.080550949477155,,,5.551115123125783e-17,0.6666666666666666,0.3333333333333333,L19,L21,L28
S003,R,T004,耳屏区,160,25,-5.301829442662823,35.91546254530518,10.57693613380275,,,0.16666666666666674,0.8333333333333333,0.0,L19,L21,L28
S003,R,T004,耳屏区,161,26,-2.8227197843631933,32.638224268894135,10.389416647907922,,,8.326672684688674e-17,0.8333333333333333,0.16666666666666666,L19,L21,L28
S003,R,T004,耳屏区,162,27,-3.7174780884019567,35.88437520904014,12.26271808533578,,,0.0,1.0,0.0,L19,L21,L28
S003,R,T005,对耳屏区,163,0,12.251099882926503,35.91322859173909,3.750233985700957,,,1.0,0.0,0.0,L20,L21,L15
S003,R,T005,对耳屏区,164,1,12.7438121360188,31.413085884315727,2.90428192215328,,,0.8333333333333334,0.0,0.16666666666666666,L20,L21,L15
S003,R,T005,对耳屏区,165,2,13.231028721551798,26.913716431017036,2.0475485869140657,,,0.6666666666666667,0.0,0.3333333333333333,L20,L21,L15
S003,R,T005,对耳屏区,166,3,14.011448079193727,22.373092616813636,1.7660135715717138,,,0.5,0.0,0.5,L20,L21,L15
S003,R,T005,对耳屏区,167,4,14.425404494266704,17.884031052114914,0.765560152579991,,,0.33333333333333337,0.0,0.6666666666666666,L20,L21,L15
S003,R,T005,对耳屏区,168,5,15.251799170797769,13.336938395940749,0.5742184392707039,,,0.16666666666666674,0.0,0.8333333333333333,L20,L21,L15
S003,R,T005,对耳屏区,169,6,16.00132951143562,8.800660743427132,0.2320860750144419,,,0.0,0.0,1.0,L20,L21,L15
S003,R,T005,对耳屏区,170,7,10.013424358935037,35.86942110350179,5.8429204296091415,,,0.8333333333333334,0.16666666666666666,0.0,L20,L21,L15
S003,R,T005,对耳屏区,171,8,10.506184513889213,31.36927165616705,4.997062338810343,,,0.6666666666666667,0.16666666666666666,0.16666666666666666,L20,L21,L15
S003,R,T005,对耳屏区,172,9,10.700533741645774,26.91110937014041,3.5657886916430557,,,0.5,0.16666666666666666,0.3333333333333333,L20,L21,L15
S003,R,T005,对耳屏区,173,10,11.220096017143073,22.407188797635378,2.772510372158121,,,0.33333333333333337,0.16666666666666666,0.5,L20,L21,L15
S003,R,T005,对耳屏区,174,11,11.74532939585746,17.902470286771297,1.9903574899225283,,,0.16666666666666674,0.16666666666666666,0.6666666666666666,L20,L21,L15
S003,R,T005,对耳屏区,175,12,12.528675726379738,13.361434640187543,1.714564541311162,,,1.1102230246251565e-16,0.16666666666666666,0.8333333333333333,L20,L21,L15
S003,R,T005,对耳屏区,176,13,7.765812007802428,35.82701175161286,7.916113039146053,,,0.6666666666666667,0.3333333333333333,0.0,L20,L21,L15
S003,R,T005,对耳屏区,177,14,8.090668732381841,31.35048673546612,6.740865937589186,,,0.5000000000000001,0.3333333333333333,0.16666666666666666,L20,L21,L15
S003,R,T005,对耳屏区,178,15,8.529655976395894,26.857903270740838,5.789517411600261,,,0.3333333333333334,0.3333333333333333,0.3333333333333333,L20,L21,L15
S003,R,T005,对耳屏区,179,16,8.841902267140888,22.38315257406874,4.58953145678306,,,0.16666666666666674,0.3333333333333333,0.5,L20,L21,L15
S003,R,T005,对耳屏区,180,17,9.058383904480989,17.921876202844057,3.2016766515187793,,,1.1102230246251565e-16,0.3333333333333333,0.6666666666666666,L20,L21,L15
S003,R,T005,对耳屏区,181,18,5.38090044981921,35.803920740374686,9.719955285671038,,,0.5,0.5,0.0,L20,L21,L15
S003,R,T005,对耳屏区,182,19,5.813492759541367,31.312237058844975,8.75606132761102,,,0.33333333333333337,0.5,0.16666666666666666,L20,L21,L15
S003,R,T005,对耳屏区,183,20,6.2277011933158,26.823140034486748,7.756102312995553,,,0.16666666666666669,0.5,0.3333333333333333,L20,L21,L15
S003,R,T005,对耳屏区,184,21,6.653014209174468,22.33248056774879,6.777928007003629,,,0.0,0.5,0.5,L20,L21,L15
S003,R,T005,对耳屏区,185,22,3.2632072175787115,35.74323144460717,12.048020174796964,,,0.33333333333333337,0.6666666666666666,0.0,L20,L21,L15
S003,R,T005,对耳屏区,186,23,2.796685350577697,31.378055368971804,9.320265117720872,,,0.1666666666666667,0.6666666666666666,0.16666666666666666,L20,L21,L15
S003,R,T005,对耳屏区,187,24,2.5340686597344124,26.98418932677491,6.992526451692493,,,5.551115123125783e-17,0.6666666666666666,0.3333333333333333,L20,L21,L15
S003,R,T005,对耳屏区,188,25,0.9047043101911558,35.71642467040112,13.90367029252354,,,0.16666666666666674,0.8333333333333333,0.0,L20,L21,L15
S003,R,T005,对耳屏区,189,26,0.22162909108300327,31.381718191211572,10.751085949543622,,,8.326672684688674e-17,0.8333333333333333,0.16666666666666666,L20,L21,L15
S003,R,T005,对耳屏区,190,27,-2.585798957233555,35.84889316859902,13.53858866023069,,,0.0,1.0,0.0,L20,L21,L15
