edge_id,edge_index,region_id,region_point_id,global_vertex_id
L21__L29,21,T012,93,3392
L21__L29,22,T012,71,3370
L21__L29,23,T012,48,3347
L21__L29,24,T012,24,2472
L21__L29,0,T015,324,3623
L21__L29,1,T015,323,3622
L21__L29,2,T015,321,3620
L21__L29,3,T015,318,3617
L21__L29,4,T015,314,3613
L21__L29,5,T015,309,3608
L21__L29,6,T015,303,3602
L21__L29,7,T015,296,3595
L21__L29,8,T015,288,3587
L21__L29,9,T015,279,3578
L21__L29,10,T015,269,3568
L21__L29,11,T015,258,3557
L21__L29,12,T015,246,3545
L21__L29,13,T015,233,3532
L21__L29,14,T015,219,3518
L21__L29,15,T015,204,3503
L21__L29,16,T015,188,3487
L21__L29,17,T015,171,3470
L21__L29,18,T015,153,3452
L21__L29,19,T015,134,3433
L21__L29,20,T015,114,3413
L21__L29,21,T015,93,3392
L21__L29,22,T015,71,3370
L21__L29,23,T015,48,3347
L21__L29,24,T015,24,2472
L28__L29,0,T010,324,1548
L28__L29,1,T010,323,3024
L28__L29,2,T010,321,3023
L28__L29,3,T010,318,3021
L28__L29,4,T010,314,3018
L28__L29,5,T010,309,3014
L28__L29,6,T010,303,3009
L28__L29,7,T010,296,3003
L28__L29,8,T010,288,2996
L28__L29,9,T010,279,2988
L28__L29,10,T010,269,2979
L28__L29,11,T010,258,2969
L28__L29,12,T010,246,2958
L28__L29,13,T010,233,2946
L28__L29,14,T010,219,2933
L28__L29,15,T010,204,2919
L28__L29,16,T010,188,2904
L28__L29,17,T010,171,2888
L28__L29,18,T010,153,2871
L28__L29,19,T010,134,2853
L28__L29,20,T010,114,2834
L28__L29,21,T010,93,2814
L28__L29,22,T010,71,2793
L28__L29,23,T010,48,2771
L28__L29,24,T010,24,2472
L28__L29,0,T013,324,1548
L28__L29,1,T013,323,3024
L28__L29,2,T013,321,3023
L28__L29,3,T013,318,3021
L28__L29,4,T013,314,3018
L28__L29,5,T013,309,3014
L28__L29,6,T013,303,3009
L28__L29,7,T013,296,3003
L28__L29,8,T013,288,2996
L28__L29,9,T013,279,2988
L28__L29,10,T013,269,2979
L28__L29,11,T013,258,2969
L28__L29,12,T013,246,2958
L28__L29,13,T013,233,2946
L28__L29,14,T013,219,2933
L28__L29,15,T013,204,2919
L28__L29,16,T013,188,2904
L28__L29,17,T013,171,2888
L28__L29,18,T013,153,2871
L28__L29,19,T013,134,2853
L28__L29,20,T013,114,2834
L28__L29,21,T013,93,2814
L28__L29,22,T013,71,2793
L28__L29,23,T013,48,2771
L28__L29,24,T013,24,2472
L2__L31,0,T001,0,0
L2__L31,1,T001,1,1
L2__L31,2,T001,2,2
L2__L31,3,T001,3,3
L2__L31,4,T001,4,4
L2__L31,5,T001,5,5
L2__L31,6,T001,6,6
L2__L31,7,T001,7,7
L2__L31,8,T001,8,8
L2__L31,9,T001,9,9
L2__L31,10,T001,10,10
L2__L31,11,T001,11,11
L2__L31,12,T001,12,12
L2__L31,13,T001,13,13
L2__L31,14,T001,14,14
L2__L31,15,T001,15,15
L2__L31,16,T001,16,16
L2__L31,17,T001,17,17
L2__L31,18,T001,18,18
L2__L31,19,T001,19,19
L2__L31,20,T001,20,20
L2__L31,21,T001,21,21
L2__L31,22,T001,22,22
L2__L31,23,T001,23,23
L2__L31,24,T001,24,24
L2__L31,0,T002,0,0
L2__L31,1,T002,1,1
L2__L31,2,T002,2,2
L2__L31,3,T002,3,3
L2__L31,4,T002,4,4
L2__L31,5,T002,5,5
L2__L31,6,T002,6,6
L2__L31,7,T002,7,7
L2__L31,8,T002,8,8
L2__L31,9,T002,9,9
L2__L31,10,T002,10,10
L2__L31,11,T002,11,11
L2__L31,12,T002,12,12
L2__L31,13,T002,13,13
L2__L31,14,T002,14,14
L2__L31,15,T002,15,15
L2__L31,16,T002,16,16
L2__L31,17,T002,17,17
L2__L31,18,T002,18,18
L2__L31,19,T002,19,19
L2__L31,20,T002,20,20
L2__L31,21,T002,21,21
L2__L31,22,T002,22,22
L2__L31,23,T002,23,23
L2__L31,24,T002,24,24
L2__L7,0,T001,0,0
L2__L7,1,T001,25,25
L2__L7,2,T001,49,49
L2__L7,3,T001,72,72
L2__L7,4,T001,94,94
L2__L7,5,T001,115,115
L2__L7,6,T001,135,135
L2__L7,7,T001,154,154
L2__L7,8,T001,172,172
L2__L7,9,T001,189,189
L2__L7,10,T001,205,205
L2__L7,11,T001,220,220
L2__L7,12,T001,234,234
L2__L7,13,T001,247,247
L2__L7,14,T001,259,259
L2__L7,15,T001,270,270
L2__L7,16,T001,280,280
L2__L7,17,T001,289,289
L2__L7,18,T001,297,297
L2__L7,19,T001,304,304
L2__L7,20,T001,310,310
L2__L7,21,T001,315,315
L2__L7,22,T001,319,319
L2__L7,23,T001,322,322
L2__L7,24,T001,324,324
L31__L7,0,T001,24,24
L31__L7,1,T001,48,48
L31__L7,2,T001,71,71
L31__L7,3,T001,93,93
L31__L7,4,T001,114,114
L31__L7,5,T001,134,134
L31__L7,6,T001,153,153
L31__L7,7,T001,171,171
L31__L7,8,T001,188,188
L31__L7,9,T001,204,204
L31__L7,10,T001,219,219
L31__L7,11,T001,233,233
L31__L7,12,T001,246,246
L31__L7,13,T001,258,258
L31__L7,14,T001,269,269
L31__L7,15,T001,279,279
L31__L7,16,T001,288,288
L31__L7,17,T001,296,296
L31__L7,18,T001,303,303
L31__L7,19,T001,309,309
L31__L7,20,T001,314,314
L31__L7,21,T001,318,318
L31__L7,22,T001,321,321
L31__L7,23,T001,323,323
L31__L7,24,T001,324,324
