sample_id,side,edge_id,edge_index,regions,raw_edge_status,pre_distance_mm,post_distance_mm,eligible,applied,rejection_reason,left_anchor_index,right_anchor_index,projection_distance_mm,repair_method
T049,L,L13__L17,1,T003;T006,FAIL,2.169356645985718,2.169356645985718,False,False,adjacent_raw_fail,,,,
