sample_id,side,edge_id,lm_start,lm_end,regions,expected_point_count,compared_point_count,invalid_point_count,replacement_point_count,unresolved_point_count,mean_distance_mm,rms_distance_mm,max_distance_mm,max_conflict_distance_mm,max_replacement_distance_mm,status
T049,L,L10__L13,L10,L13,T003;T004,25,25,0,13,0,0.7816424134944218,1.2237933736563709,2.4235240392611335,3.66205343881779e-15,2.4235240392611335,PASS
T049,L,L10__L17,L10,L17,T003;T005,25,25,0,12,0,1.3001195231547533,2.070508142388731,4.086993891484171,7.66938336801217e-15,4.086993891484171,PASS
T049,L,L10__L31,L10,L31,T002;T004,25,25,0,0,0,3.6938481405447055e-15,4.806021983394503e-15,1.0658141036401503e-14,1.0658141036401503e-14,0.0,PASS
T049,L,L13__L17,L13,L17,T003;T006,25,25,0,13,2,1.2812149224323632,1.981024273969315,3.627947285006445,2.169356645985718,3.627947285006445,FAIL
T049,L,L13__L28,L13,L28,T006;T007,25,25,0,2,0,0.012058864758747203,0.060294323793730474,0.3014716189686524,6.4047456679787536e-15,0.3014716189686524,PASS
T049,L,L17__L18,L17,L18,T005;T009,25,25,0,1,0,1.901305001283848e-15,2.848603823954127e-15,7.944109290391274e-15,7.944109290391274e-15,0.0,PASS
T049,L,L17__L28,L17,L28,T006;T010,25,25,0,2,1,0.040151008084764295,0.14250987705821822,0.5462964869052367,3.9968028886505635e-15,0.5462964869052367,PASS
T049,L,L17__L29,L17,L29,T009;T010,25,25,0,3,0,0.009053989330077696,0.04526994665038548,0.2263497332519274,3.552713678800501e-15,0.2263497332519274,PASS
T049,L,L18__L20,L18,L20,T008;T011,25,25,0,8,0,0.4298068160983039,0.8405364553254259,2.017234822147821,5.421936431859633e-15,2.017234822147821,PASS
T049,L,L18__L29,L18,L29,T009;T011,25,25,0,4,0,0.041857671949517394,0.1512554321770994,0.6337535303071372,1.6498676192586646e-14,0.6337535303071372,PASS
T049,L,L19__L28,L19,L28,T007;T013,25,25,0,0,0,1.297303833880296e-15,2.0137621733714643e-15,5.618430578060438e-15,5.618430578060438e-15,0.0,PASS
T049,L,L19__L29,L19,L29,T012;T013,25,25,0,0,0,4.776619977341138e-16,7.549516567451064e-16,1.7763568394002505e-15,1.7763568394002505e-15,0.0,PASS
T049,L,L20__L21,L20,L21,T014;T015,25,25,0,2,0,0.012583862026273119,0.06291931013136368,0.3145965506568184,3.66205343881779e-15,0.3145965506568184,PASS
T049,L,L20__L29,L20,L29,T011;T015,25,25,0,1,1,5.128994624070311e-15,5.904447978088834e-15,1.0187468421700229e-14,1.0187468421700229e-14,0.0,PASS
T049,L,L21__L29,L21,L29,T012;T015,25,25,0,2,0,1.2923234291623792e-15,1.816563726972617e-15,5.04876895886056e-15,5.04876895886056e-15,0.0,PASS
T049,L,L28__L29,L28,L29,T010;T013,25,25,0,5,0,0.10061686987687032,0.25384715323177487,0.7262806166805327,6.408593517931132e-15,0.7262806166805327,PASS
T049,L,L2__L31,L2,L31,T001;T002,25,25,0,3,0,0.018622155121461745,0.09311077560729611,0.4655538780364805,1.1234667099445444e-14,0.4655538780364805,PASS
